,sentence,start,end
0,Thank you,0,9
1,Wow! Thank you all,356,374
2,Woo!n Thank you,721,736
3,Thank you,1083,1092
4,"I -- I got to -- I got to say after hearing -- after hearing from these two extraordinary men I -- I feel all fired up and ready to go for the next five days.n ""It is so great to be back here with all of you and there are a few people in the audience that I just want to acknowledge because Im delighted theyre there -- U.S",1394,1717
5,"Congressman David Price I saw right there.Thank you David.n"" ""State Senator Dan Blue Jr",1884,1971
6,I know right there,2335,2353
7,Thank you Dan.And Im not sure shes still here but Deborah Ross who I hope is your next senator,2718,2812
8,"There she is!n"" ""Because everything Pharrell and Bernie just said is not only about the presidential election and whats at stake it is about whos going to represent you as your governor as your senator as members of Congress and the legislature and you have some excellent candidates",3043,3326
9,"And we are so hopeful that you will vote for them and vote for what they represent.n"" Now I really want to thank my friend Bernie Sanders for everything that he has done.n ""I -- I got to serve with Bernie",3493,3697
10,We were colleagues in the Senate,3965,3997
11,I saw firsthand his commitment to the people of Vermont and to the values that have guided his life,4314,4413
12,And when we faced each other in the primary heres what I was so proud about,4704,4779
13,"We ran a campaign on the issues that matter to the American people.n"" And I -- I think because of that campaign we were able to raise a lot of the issues that you heard Bernie talking about to the level that they are part of this presidential cam-paign and they will be part of our agenda after January 20th Bernie.n ""And Ive got to say too this election has been a lot more fun now that were on the same side.n"" ""And I want to thank Bernie for everything hes done",4876,5340
14,Hes crisscrossing our country energizing people getting folks off the sidelines and engaged in politics,5437,5540
15,"And theres no question that his efforts are paying off.n"" ""And what he said at the beginning of his remarks is absolutely true",5861,5987
16,"My name may be on the ballot but it is not about me its not about my opponent its not about Bernie its not about David or Deborah it is about you and your lives and what were going to do together.n"" ""Now Bernie and I have already worked weve worked on the plan that he told you about to make college tuition-free for the middle-class for working families for poor kids and debt-free for everyone.n"" ""Because as Bernie said earlier this year when people who care about progressive causes stand together we win and then we can get to work on making those causes into realities for the lives of our people",6025,6627
17,"So I am proud to be here with you and I am so excited about -- of the election about everything that were going to do together.n"" ""And Im especially pleased to have Pharrell here.n"" ""Now every time I see him which is not often enough we always have a good conversation like we did before this event",6577,6875
18,He always gets you to think,7100,7127
19,Not only is he a world-class talent but he is a passionate advocate for issues that are too often overlooked and ignored,7429,7549
20,"He wants to -- and Im going to do everything I can help him -- to deliver -- giving kids who are at risk access to educational and arts programs that they deserve to have just as much as any other child.n"" ""So tell me this tell me this North Carolina tell me North Carolina are you really really really happy that were here tonight?n"" ""Well we sure are",7688,8040
21,"Theres nowhere wed rather be.Now let me ask you this how many of you have already voted?Well I hope youre going to bring more people to vote as well right?Are you ready to volunteer?n"" We can all use you in these last days",8154,8376
22,"Are you ready to elect Roy Cooper?n ""Well Im glad to hear that because its time you had a governor who puts families first not radical ideology.And I love seeing our educators stand up and applaud because you need a governor who actually cares about the education of the children of North Carolina.n"" ""Now are you ready to elect Deborah Ross to the United States Senate? Ill tell you -- Ill tell you Deborah and her race are the talk of everywhere",8440,8887
23,People know she will be an independent voice for North Carolina families that she will represent you with integrity and excellence,9003,9133
24,"And unlike her opponent shes never been afraid to stand up to Donald Trump.n"" Are you ready now to choose our next president and commander-in- chief?n ""Well Im -- Im excited",9433,9606
