,sentence,start,end
0,We live with an empty chair every day of our lives,0,50
1,"""At tonights State of the Union address one chair will remain empty in honor of the victims of gun violence who no longer have a voice",435,569
2,"My daughter Ana Grace M?rquez-Greene is one of them."" Ana lost her voice on December 14 2012 at Sandy Hook Elementary School",903,1027
3,She was 6 years old,1344,1363
4,And the empty chair she left behind brings us to our knees every day—but it must not silence us,1696,1791
5,"""For three years and 28 days our family has honored Anas legacy through ""  we founded in her name which focuses on trauma awareness and social isolation to prevent violence",2055,2226
6,But there is more work to do,2533,2561
7,Although we have made great strides with our foundation and my husband has even been nominated for two Grammys for his musical tribute to Ana these are bittersweet honors,2883,3053
8,"""All we ever wanted to do was be parents and have a family",3334,3392
9,"Our surviving son was only 8 at the time of his sisters murder."" ""And so we support President Barack Obamas recent executive actions",3697,3829
10,Although it may be too late to save our Ana we believe that every life is precious,4114,4196
11,"And we should do all we can to protect American families—in every community—from these losses."" We are now at a crossroads in America—a tipping point on gun violence",4499,4664
12,And we need a candidate that will balance Second Amendment protection with the protection of human life,5005,5108
13,We need a rational forward-moving conversation to address this issue,5552,5620
14,And we must not get stuck in partisan rhetoric,6064,6110
15,Love wins,6554,6563
16,And it also saves lives,7007,7030
