,sentence,start,end
0,Could,0,5
1,Not,428,431
2,Be,854,856
3,Easier,1279,1285
4,"""The early states are behind us",1708,1739
5,Super Tuesday has come and gone,2162,2193
6,And Hillary Clintons leading Bernie Sanders in votes delegates and states,2616,2689
7,"But winning isnt the same as won—and Hillary needs your help to get out the vote in Michigan and Mississippi today."" ""Think you dont know anyone in those states? Give it a shot anyway",3074,3257
8,"I bet you do."" ""Everyone has their own reason why theyre supporting Hillary",3535,3610
9,"But if youre looking for a little inspiration here are two things I think every Democratic voter should see in these two states:"" ""Hillary was back in Flint Michigan Sunday night for the 7th Democratic debate—and she nailed it",3888,4114
10,Your friends in Michigan should see what she had to say,4392,4447
11,"Heres a link to a blog post summing it all up:?"" ""Civil rights activist and Mississippi native Myrlie Evers-Williams just threw her support behind Hillary Clinton—and its one of the most powerful endorsements Ive ever read",4770,4992
12,"Heres a link to Myrlies endorsement: "" Make sure they know how easy it is—and how important",5434,5525
