,sentence,start,end
0,"""Thank you",0,10
1,Thank you all so much,412,433
2,It is great being here on the stage at UNH with my friend Bernie Sanders one of the most passionate champions for equality and justice that I have ever seen and someone who I am looking forward to working with to get cheers the kind of agenda through our Congress that will begin to make our country stronger by providing the kind of support that working families and middle class families so richly deserve,802,1209
3,"""Bernies campaign energized so many young people some of you in this crowd",1394,1468
4,"And there is no group of Americans who have more at stake in this election than young Americans because so much of what will happen will affect your lives your jobs the kind of country we are the kind of future we want to build together."" ""Im proud of the primary campaign that Bernie and I ran",1678,1972
5,We ran a campaign about issues not insults,2190,2232
6,And when it was over we began to work together to try to figure out how we could take the issues we agreed on and come together knowing we are stronger together to come up with specific policies in education in health and so much else,2471,2705
7,Thank you Bernie,2972,2988
8,"Thank you for your leadership and thank you for your support in this campaign."" ""Now were going to need some help in Washington",3332,3459
9,And I hope New Hampshire will send your now Governor Maggie Hassan to Washington as your senator,3756,3852
10,"And I sure hope you will send Carol Shea Porter back to Washington."" ""Isnt this one of the strangest elections youve ever seen? I – I really sometimes dont know what to make of it",4125,4304
11,Standing on that debate stage the other night I was especially thinking about that,4574,4656
12,And look I have been very clear about what I want to do if Im fortunate enough to be elected president,4955,5057
13,And Americans increasingly are zeroing in on the fact that were not only electing a president were electing a commander-in-chief,5363,5491
14,"Were looking to see who can protect our country and provide steady and strong leadership around the world."" ""I was very honored today to earn the endorsement of John Warner a retired Republican senator World War II veteran former – former secretary of the Navy who served under two Republican presidents",5730,6033
15,I served with him on the Senate Armed Services Committee,6290,6346
16,And I have the deepest respect for his patriotism,6725,6774
17,And its a great honor,7174,7195
18,Hes never endorsed a Democrat for president before,7586,7636
19,And Im also very grateful that a number of Republicans and Independents here in New Hampshire have announced their support for this campaign,7986,8126
20,"In fact it is really an extraordinary honor that 150 Republicans here in New Hampshire are supporting this campaign because they understand how high the stakes are."" ""The next – the next 40 days will determine the next 40 years",8397,8624
21,So Im going to close my campaign the way I started my public service and my career: fighting for kids and families,8860,8974
22,Thats been the cause of my life,9265,9296
23,And it will be the mission of my presidency,9619,9662
24,And when you go to vote in November or if you vote early its not just my name on the ballot,9959,10050
25,Every issue you care about think about it because in effect its on the ballot too,10323,10404
26,Its whether or not we continue to fight climate change or we give in to denial,10683,10761
27,This is a big deal,11094,11112
28,I never thought when I gave my acceptance speech to the Democratic National Convention that I would have to put in the following sentence I believe in science,11420,11578
29,Climate change is real,11890,11912
30,Its serious,12305,12316
31,And we have to be united and committed in addressing it,12714,12769
32,"I never thought Id hear someone running for president my opponent who says he wants to appoint Supreme Court justices who would overturn marriage equality and turn the clock back on LGBT Americans overturn a womans right to make her own healthcare decisions and reverse that fundamental right and so much more."" ""So theres a lot at stake",13001,13338
33,And thats why some of the analysts are saying more Americans will vote in this election than ever before,13537,13641
34,We had more people watching that debate than any presidential debate before,13954,14029
35,"And thats why we have to focus on what we want to do because I want to make a difference in your lives."" ""And one of the biggest issues that I heard about throughout the campaign that I hear about from every corner of our country is how much an education costs",14246,14506
36,Bernie is absolutely right,14758,14784
37,I remember when I went to college my dad who was a small business man – he had saved up money but I had to work,15082,15193
38,I had to work through college work during the school year work during summers but that was okay,15442,15537
39,We were able to put it together,15838,15869
40,"It wasnt so much that it endangered me or my familys financial future."" ""And then I decided to go to law school and my dad said Well I cant help you",16150,16298
41,That – were done,16565,16581
42,We cant help you,16905,16921
43,So I kept working,17249,17266
44,I got a small scholarship but then I took out loans,17581,17632
45,And I paid those loans back,17935,17962
46,But I was lucky because I signed up for a program that gave me the opportunity to pay my loans back as a percentage of my in-come not a fixed interest rate,18227,18382
47,Thats why I could go to work for the Childrens Defense Fund,18629,18688
48,I think I made $14000 a year as I recall,18990,19030
49,"I could never have done that if I had had the kind of interest rates that so many young people now are facing."" ""Its absolutely wrong and it has undermined the fundamental right to pursue your dreams to have that education to get those opportunities that you so rightly deserve."" ""Now New Hampshire has the highest proportion of students with debt in the country and the second-highest average debt per student",19212,19622
50,"As a student I met here in New Hampshire said going to college should be hard but paying for college shouldnt be so hard that it prevents you from getting your education."" ""Indeed here in New Hampshire weve got so many young people graduating with debt who arent able to get started in their careers arent able to do the jobs like I could do because they have to get a job that pays as much as possible to begin paying their debt down",19609,20043
51,"So we should and we will make public colleges tuition-free for families earning less than $125000 a year."" ""And if you already have student debt like so many students have here in New Hamp-shire we will help you refinance it",20095,20319
52,It is absolutely outrageous that you cannot refinance student debt and it is even worse that youre being charged interest rates that are so much higher than anything that anybody else is paying to buy a house to buy a car to borrow money for a business,20494,20746
53,I dont know how we got to where we are but we are going to fix it,20951,21016
54,This is wrong,21313,21326
55,"Its wrong for students its wrong for families and its wrong for our country."" ""I also have met a lot of young people who want to start a business",21606,21751
56,They want to be entrepreneurs,22054,22083
57,Its the classic American story; start that business in the garage or the basement; get going,22427,22519
58,But they cant get credit because they have student debt,22841,22896
59,Nobody will help them out no matter how good the idea is,23227,23283
60,"So were going to put a moratorium so you dont have to pay your student debt back for a couple of years while you try to get your business started and you get the chance to get the credit you need."" ""We are also – we are also going to provide loan forgiveness for people willing to go into public service or national service",23455,23778
61,"And in Florida on Friday Ill give a speech about why that is so important."" ""Now when you add it up our plan will help millions of people save thousands of dollars",23922,24085
62,Our campaign has built a tool to help you see how our college plan will actually help you not in general but really specifically you the situation youre in,24312,24467
63,"To check it out go to hillaryclinton.com/calculator."" ""Now we have an example right here and this presentation is what you can see when you go to our website",24730,24887
64,You can say I have student debt you can say I am planning for college you can put in what your annual household income is how much you will save and we are trying to make it as specific as possible because I dont want anybody to miss out on what this plan can do for you,25039,25309
65,"You can choose whether you have student debt."" ""I met a young woman just yesterday in North Carolina who said Nobody really ex-plained to me and my family what I was getting into",25460,25638
66,I hear that so much,25930,25949
67,You know these financial aid forms one is called FAFSA it takes forever to fill out and at the end of it you really dont know what it means? Well were going to be really explicit,26214,26392
68,You know we do have technology in America,26653,26694
69,"And we ought to use it more to help people understand what theyre getting into and to provide alternatives so that they dont make the wrong decisions for themselves."" ""So please use this you know? You will save $60640 if youre in one of these categories",26957,27210
70,But there is a way to understand the choices you have to make for everybody,27448,27523
71,"So I hope you will go to hillaryclinton.com/calculator."" ""But I have to say this: none of this will happen if you all dont turn out and vote",27800,27940
72,None of it,28249,28259
73,You know I see all the signs saying I will vote,28609,28656
74,There is also a website,29006,29029
75,Please go to iwillvote.com to make sure youre registered,29367,29423
76,All the information is there,29771,29799
77,You put in your name you put in your address and through the miracle of technology you can find out if youre registered or maybe because you moved you were purged from the records and you have to register again,30085,30295
78,New Hampshire makes it easy,30585,30612
79,"You can have same-day registration."" ""So both Bernie and I are excited about what we can do together",30966,31066
80,I am really looking forward to working with him and other strong Democrats and Republicans who want to help solve problems again in America,31379,31518
81,Bringing people together is what Im going to spend a lot of my time doing as your president,31799,31890
82,"And if youve had a chance to see or meet my running mate Tim Kaine you know how hard hell work to get things done and make it a high priority to produce results."" ""So were going to move now to the panel and Im very pleased to have Mary Jo Brown moderating along with Doug Martin who you heard from earlier",32049,32354
83,I know they have collected up questions from the crowd,32558,32612
84,But I will end by saying that Im excited about what we can do to make college affordable and especially as Bernie rightly said open the doors to families and young people who have been left out,32889,33082
85,"We also want to make Pell grants once again available year-round and we want to make sure that we have – specific help for certain groups of students."" ""Ill end with this story",33305,33481
86,I taught at the University of Arkansas Law School some years ago and I met a lot of students not only in the law school but students on campus,33707,33849
87,Id go and eat with them and go to events with them and I met a lot of students who scraped together the tuition money but then something happened,34067,34212
88,You know maybe they were already parents and their childcare fell apart,34496,34567
89,Maybe they had to drive to and from school; they lived out in the country and their old car finally broke down and there was no public transportation,34880,35029
90,Or maybe they had a health emergency,35326,35362
