,sentence,start,end
0,Thank you,0,9
1,In 24 days we are going to win the state of Maine and we are going to win the White House,413,502
2,Make sure to get your absentee ballots,906,944
3,Together we are going to deliver real change that puts America First,1348,1416
4,My economic agenda can be summed up in three very beautiful words: jobs jobs jobs,1769,1850
5,We are going to renegotiate our terrible trade deals end illegal immigration stop the massive inflow of refugees reduce surging crime cut taxes and regulations lift the restrictions on American energy end common core and repeal and replace the disaster known as Obamacare,2133,2404
6,We are also going to replace a failed political class that has betrayed our workers spent trillions on endless foreign wars without victory and destroyed our middle class,2639,2809
7,"""Your jobs will come back under a Trump Administration",3144,3198
8,Your incomes will go up under a Trump Administration,3601,3653
9,Your taxes will go way down under a Trump Administration,4053,4109
10,Your energy bills will go way down under a Trump Administration,4481,4544
11,"Your companies wont be leaving Maine under a Trump Administration."" We are going to be a rich country again",4890,4997
12,We are also going to end government corruption,5345,5391
13,"""Hillary speaks in secret to Goldman Sachs – her private position – then lies to you the public with her public position",5726,5846
14,"Its all a fraud."" Hillary Clinton deleted 33000 emails – after a Congressional Subpoena – she lied to Congress under oath she made 13 phones disappear some with a hammer and now we learn 2 boxes of email evidence mysteriously went missing",6082,6320
15,"""Hillary Clinton should have been prosecuted and gone to jail for her crimes",6586,6662
16,The FBI and the Department of Justice created a fraud in allowing Hillary Clinton to get away with her terrible crimes – and I guarantee you the Clintons are laughing at them,6962,7136
17,"The Directors performance in Congress coupled with Bill Clintons clandestine meeting on the tarmac in the Attorney Generals airplane just prior to decision-time on Hillary – supposedly talking about golf and grandchildren – is perhaps the lowest point in those departments history."" Instead of being held accountable Hillary is running for President in what looks like a rigged election",7329,7715
18,The election is being rigged by corrupt media pushing false allegations and outright lies in an effort to elect her President,7927,8052
19,But we are going to stop it,8377,8404
20,We are not going to back down,8761,8790
21,We are not going to let it happen,9134,9167
22,We have only just begun to fight,9517,9549
23,Americans have had it with the years the decades of Clinton Corruption,9885,9955
24,This will finally be the year the American people say: Enough is Enough,10284,10355
25,"Speaking in secret to a foreign bank Hillary Clinton said her dream is for totally ""open trade and open borders."" Hillary and Bill raise millions of dollars from global interest groups who have no allegiance to this country or its workers",10643,10881
26,"By ""open trade"" she means foreign countries can cheat us out of millions of jobs and trillions of dollars",11145,11250
27,"By ""open borders"" she means totally unlimited immigration",11607,11664
28,Either we win the election or we lose the country,12044,12093
29,"""Hillarys plan includes an open border with the Middle East – meaning generations of radicalism within our shores",12443,12556
30,"She wants us to follow the path of France and Germany and import terrorism directly into the United States."" ""So let me state this as clearly as I can",12841,12991
31,"If Im elected President I am going to keep Radical Islamic Terrorists out of our country."" We will also stop the crisis of illegal immigration",13250,13392
32,A Trump Administration will secure and defend our borders,13709,13766
33,And yes we will build a wall,14142,14170
34,We have the first-ever endorsement from our ICE and Border Patrol officers,14536,14610
35,It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl,14912,15039
36,In August Texas Police arrested a serial illegal immigrant rapist who had been deported five times including one 68 year-old woman with a cane who took his offer to drive her home,15294,15473
37,He left her on the side of a dirt road,15754,15792
38,"What kind of government allows its own people to suffer such horrors? ""As Secretary of State Hillary Clinton allowed thousands of criminal aliens to be released because their home countries wouldnt take them back",16079,16291
39,"Among those she allowed to go free was a criminal alien who had previously been convicted for shooting a girl in the head – after his release he viciously murdered a young girl name Casey Chadwick."" A wall will not only keep out criminals but it will also keep out the drugs and heroin poisoning our youth",16463,16768
40,Drugs overdoses in Maine are on a record pace,16997,17042
41,I have outlined a plan to stop the opioid crisis,17412,17460
42,My plan begins with a strong border includes the prosecution of drug dealers and dramatically expands access to life-saving treatments that will help people unchain themselves from this terrible addiction,17788,17992
43,But if we are going to bring hope back to suffering Americans we must also solve our jobs crisis,18301,18397
44,At the center of our economic revival will be fixing our terrible trade deals,18734,18811
45,47 million Americans are in poverty and 45 million Americans are on Food Stamps,19141,19220
46,We have nearly an $800 billion annual trade deficit in goods with the world and the worst so-called recovery since the Great Depression,19549,19684
47,This is the legacy of Obama-Clinton,20029,20064
48,When I am President everything will change,20461,20503
49,We will move people from the welfare rolls to the employment rolls,20901,20967
50,We will end our chronic trade deficits,21360,21398
51,We will start growing again,21811,21838
52,"""Well rebuild our roads schools bridges tunnels railways hospitals and airports."" The state of Maine has lost nearly 1 in 3 manufacturing jobs since NAFTA signed by Bill Clinton and supported by Hillary Clinton",22170,22380
53,Since China entered the World Trade Organization – another Bill and Hillary-backed deal – 70000 factories have shut down or left the United States,22649,22795
54,"""Thats 15 factories closing a day on average."" We are living through the greatest jobs theft in the history of the world",23090,23210
