,sentence,start,end
0,A record of results In 2000 Hillary Clinton was the first woman elected to the U.S,0,82
1,Senate from New York—and over the next eight years in office she was a tireless champion for communities across the state,507,628
2,Here are six ways she improved the lives of New Yorkers as senator,1025,1091
3,"""The day after the attacks on the World Trade Center Hillary went to Ground Zero—and she quickly recognized that there would be lasting health problems for responders and others working at the site",1401,1598
4,"She spoke out in the Senate to help secure $20 billion in federal aid for New Yorks recovery—and fought to secure $335 million in funding for health screening and treatment programs for first responders and volunteers who suffered health effects at the site."" Hillary worked across the aisle to help New Yorkers through the economic downturn—especially those from struggling upstate communities",1755,2149
5,She was a driving force behind raising the minimum wage co-sponsoring or introducing bills to do it eight different times,2381,2502
6,She also helped launch Farm-to-Fork an initiative to help New York farmers and winemakers sell their products to Manhattan restaurants and colleges,2860,3007
7,And she worked to expand broadband access to rural and underserved areas in the North Country,3338,3431
8,"""As New Yorks first senator to serve on the Senate Armed Services Committee Hillary was a leading advocate for men and women in uniform veterans and their families",3747,3910
9,She fought to save the Niagara Falls Air Reserve Station which preserved 800 jobs in New York,4212,4305
10,"And she worked tireless to address the gaps in health care for servicemembers—by joining with Republican and Democratic colleagues to extend TRICARE health benefits to National Guard and Reserve members even when theyre not deployed securing assistance for families caring for loved ones with Traumatic Brain Injury (TBI) and providing funding for mental health and readjustment programs that help returning National Guard and Reserve members and their families."" Hillary fought to expand Head Start programs which benefit more than 50000 low-income New York families",4474,5041
11,And she worked to expand access to student loans and Pell Grants so that more students would have the opportunity to go to college—regardless of their background or circumstances,5158,5336
12,She also introduced a bill to give Historically Black Colleges and Universities (HBCUs) grants that would help underrepresented students enter health professions,5667,5828
13,And she helped start the first Eagle Academy for Young Men a college prep school dedicated to educating young men of color.? As chair of the Senate Superfund and Environmental Health subcommittee Hillary made it her mission to protect families from environmental health hazards that disproportionately affect low-income communities of color,6069,6409
14,She introduced a bill to keep families in public housing safe from toxic lead paint and she worked with then-Senator Barack Obama on legislation to keep kids safe from lead poisoning at child care facilities and to ban lead toys,6609,6837
15,From her first days as senator Hillary made it a priority to protect New Yorks natural resources and develop the states potential as a leader in clean energy,7072,7229
16,She worked to safeguard wildlife and the environment around the Great Lakes region and repeatedly pushed legislation to rein in industrial pollution,7532,7680
17,She also helped pave the way for a national heritage area to be created around Niagara Falls,8022,8114
18,"And she teamed up with local leaders in Rochester to develop the nations first urban ""green print"" a plan for environmentally sustainable growth and alternative energy development",8586,8765
