,sentence,start,end
0,"""I wanted to talk to her about college affordability specifically in the context of HBCUs."" Before she spoke Hillary met with a few students backstage",0,150
1,They discussed the high cost of college the crisis of student debt in America and the unique challenges facing students at historically black colleges and universities,593,760
2,"""Heres what the students thought of their conversation."" n n ""She asked if any of us knew our interest rates for the loans we had taken out to come to school",1031,1188
3,And I told her that my combined rate is 13 percent because I had to take out $10000 dollars for just one semester,1419,1532
4,She was genuinely shocked—my interest rate was the highest shes ever heard,1835,1909
5,She was clearly genuinely upset,2280,2311
6,"And she talked how her plans would fix things like this and better accommodate myself and other students who are dealing with student loans and debt in the future."" Well shes had my vote since day one but I will admit that at the beginning of this campaign I was kind of like ""Well is she genuine? Does she mean what she says? Is she going to follow through?"" But after actually seeing her have a conversation with us and look us in the eyes and be genuine and feel for us I really believe in all of the ideas and everything that shes going to put into place",2409,2967
7,I feel like having met her one-on-one I want to go out of my way to support her and help get her ideas and messages out there so more people can understand why this woman should be the next president of the United States,2959,3179
8,"""I would tell young voters who feel like their vote doesnt matter in this primary because we live in a red state that your vote absolutely does matter",3390,3540
9,"And we have the power to change the politics of our state by voting for someone who is genuine and who is for us both as young people and as a state."" n n I come from a line of HBCU graduates",3736,3927
10,My family all went to different HBCUs—FAMU Howard and some of the smaller ones like Vorhees and Benedict,4144,4248
11,And I wanted to continue the tradition,4573,4611
12,So I decided to come to Morris for my undergraduate education and then after I graduate I will do my masters at another HBCU Howard University,4933,5075
13,In the meeting when she came in what caught me was how she automatically started talking about student debt which was actually what I was going to ask her about—the student debt HBCU students deal with,5322,5523
14,I wanted to know what her thoughts were on it and if she was going to have any plans behind those thoughts,5764,5870
15,And basically she nailed everything about it right when I met her,6165,6230
16,So that threw me off because I was gonna ask her the question,6556,6617
17,"""Id say Ive gone from supporting her because shes the most qualified to supporting her because I know how much she cares",6914,7034
18,I stood right in front of her and saw her address important issues genuinely and that she really does care,7326,7432
19,I feel more comfortable with voting for her yeah,7751,7799
20,"So since Ive now had a personal conversation with her I know for sure how genuine she is."" n n ""Ive always liked campaigns",8107,8229
21,I have always been fascinated by the ways in which people get support and votes,8530,8609
22,But more recently I became interested in the governing side of things—the processes and work that go into that,8928,9038
23,I think thats actually what pushed me to major in political science because thats so interesting,9364,9460
24,Now I want to go into politics hopefully,9829,9869
25,"Maybe."" ""A little surreal",10271,10296
26,I wanted to talk to her about college affordability specifically in the context of HBCUs—what kind of funding would she provide what kind of programs is she interested in creating,10637,10816
27,And she answered that question,11143,11173
28,Thoroughly,11569,11579
29,And just from being in a room with her and speaking to her ..,11949,12010
30,I was already a fan of her but now Im an even bigger fan,12321,12377
31,Meeting her showed the true compassion that she has,12693,12744
32,She cares about us—we could all tell,13065,13101
33,That makes me feel great because that is my candidate and now I know how much she cares,13412,13499
34,Also I was surprised at how short she is,13814,13854
35,"That was unexpected."" ""I would tell them that there is a serious candidate out there and she needs your support",14154,14265
36,This is a serious election,14571,14597
37,Too much is at stake for us to not participate,14936,14982
38,We cant go back,15323,15338
39,We need to continue to go forward,15688,15721
40,"A vote for Hillary is a vote for forward progress."" n n ""I actually had every intention of going to The Citadel in Charleston",16024,16149
41,But my mother and grandmother convinced me to try Morris College,16444,16508
42,And ever since I came to Morris college I fell in love with the HBCU experience,16840,16919
43,I am proud to say that I am currently the junior class president and the university chaplain—and Im also running for first vice president next year,17215,17362
44,"I wouldnt trade my experience at Morris for the world."" ""I like the fact that she is so down to earth",17639,17740
45,I really wasnt expecting that,18066,18095
46,You know how some people get so high up they kind of stop being a real person? Thats not her at all,18384,18483
47,She was very down to earth,18781,18807
48,"I liked how she talked to us as human beings and I really enjoyed her company."" ""Meeting Hillary has motivated me to promote her even more",19098,19236
49,And I feel like shes really the candidate for our generation,19536,19596
50,Its time for us young people to treat ourselves not cheat ourselves,19952,20019
51,"And we can do that by voting for and supporting Secretary Clinton because she understands what our needs are and has plans to address them."" n n ""I joined the HBCU community because I feel like HBCUs present us with more opportunities than other universities",20271,20529
52,"Schools like Morris I think will do more to give us the tools to succeed in a way that other schools cant."" ""I actually wanted to speak to her about—its similar to the question my friend Karel was talking about—loan forgiveness",20714,20941
53,I wanted to know her thoughts on how loan forgiveness would affect our state and federal economy,21211,21307
54,"And she gave a long detailed answer which was really good."" ""I knew I would support her",21648,21735
55,But after getting to see her face-to-face you know she was courageous had leadership and she was full of energy,22048,22159
56,Im more secure with her being the president and with the ideas she stands for and her viewpoints,22474,22570
57,Out of all the candidates Ive heard speak her arguments werent fake,22981,23048
58,I know she believes them,23459,23483
59,She spoke from the heart,23894,23918
60,"She was actually real."" ",24329,24352
