,sentence,start,end
0,"""I am honored and grateful to have earned the endorsement of the Transport Workers Union of America Locals 502 505 and 250-A",0,124
1,"""In California and all across the country the diverse members of the TWU keep our airplanes flying our trains running and our buses driving",554,693
2,The members of Locals 502 505 and 250-A are no exception,1040,1096
3,They keep passengers and residents alike safe healthy and moving every day,1462,1536
4,In the process theyve helped to build the American middle class,1906,1969
5,And theyve stood up and demanded the fair treatment and respect that they deserve,2322,2403
6,"""As President Ill stand with the workers of Locals 502 505 and 250-A",2758,2826
7,Ill never stop fighting to protect workers rights to organize and bargain collectively,3206,3292
8,Ill fight to stop big corporations from padding their bottom lines by cutting workers wages and sacrificing health and retirement benefits,3653,3791
9,And because infrastructure is so vital to our economy in my first 100 days Ill propose the biggest investment in American infrastructure since we built the Interstate Highway System,4132,4313
10,"If Im elected president organized labor will always have a champion in the White House and a seat at the table."" ",4782,4894
