,sentence,start,end
0,We need Hillary,0,15
1,"When I announced that I would lead the effort to change the culture around mental health to address stigma and the way our city delivers mental health services—a tough issue that has historically been ignored—Hillary was one of the first to express enthusiasm and to offer me advice about how to make sure everyone is included in  """,455,786
2,"I wasnt surprised."" ""Thats probably why from the very beginning Hillary recognized a truth that many would rather ignore: So many of the challenges facing American families are rooted in inequality",989,1186
3,"That is why throughout her career she has fought for policies that address the root causes of inequality."" ""The need for her leadership on this issue has never been more urgent especially for African Americans",1438,1647
4,The typical African American family has just 8 cents of wealth for every dollar held by a typical white family,1927,2037
5,Eight cents,2396,2407
6,"And its even less for African American women."" That has to change—and it starts by fighting for equal pay",2773,2878
7,That is why Hillary as senator helped pass the Paycheck Fairness Act,3202,3270
8,But equal pay is just a start,3635,3664
9,We also need to give hardworking Americans a raise,4051,4101
10,"""Back in January my husband Mayor Bill de Blasio announced a $15-dollar minimum wage for all city government employees",4442,4560
11,And on Monday our states minimum wage was raised to $15 dollars,4882,4945
12,"Now we need other states to follow our lead."" It is also high time for us to provide every American with access to paid sick leave and paid family leave",5241,5393
13,Because no one should be forced to choose between the health of their family and their next paycheck,5661,5761
14,"""Doing that wont be easy",6109,6133
15,"I know because weve already done it extending paid family leave to 20000 city employees and sick leave to a half-million more New Yorkers."" Now we need to make sure every family has access to these crucial resources",6427,6642
16,Doing that will take more than a vision,6920,6959
17,It will take a plan and meticulous follow up and execution,7328,7386
18,"""And lets not forget early childhood education—a passion that Hillary and I have long shared",7727,7819
19,"Universal pre-k is in its second year here in New York City and I know that Hillary is eager to extend universal pre-kindergarten to the rest of the country."" In New York City we have a bold vision to address inequality",8089,8308
20,And we have plans to make that vision a reality,8570,8617
21,Our city and our country would benefit greatly if we had a progressive president in the White House,8921,9020
22,That is why we need Hillary,9347,9374
23,No one is better prepared to help us with our mission,9767,9820
24,No one is better prepared to help our working families,10213,10267
25,"""She has what it takes—and she wont stop until the work is done."" ",10660,10725
