,sentence,start,end
0,"""And hes fighting to end the epidemic."" ""Dr",0,43
1,Joseph Sakran has a special connection to Inova Fairfax Hospital in Fairfax Virginia,448,532
2,"Its where he was born and where he did his surgical residency."" ""I was just hanging out with my friends"" Joe says ""and then a fight broke out and a guy pulled out a gun and starts firing",919,1105
3,"I got hit with a random bullet."" The bullet severed an artery—an injury that is usually fatal",1352,1445
4,Joe knows that he was close to dying that night,1764,1811
5,Thankfully a surgeon was able to repair the artery saving his life,2146,2212
6,"""I pursued trauma surgery because I felt like I had been given a second opportunity at life and I want to give other people that same second chance."" Joe treats gun victims every day at the Medical University of South Carolina performing the exact kind of operations that kept him alive as a teen",2432,2728
7,In addition to saving lives on the operating table Joe is a passionate advocate for gun violence prevention,2947,3054
8,"""Over 120000 people will be killed by guns during the next presidential term of office if we continue our current trend"" he explains",3366,3498
9,"""I want these mass shootings to stop",3858,3894
10,Its not enough to offer condolences after every tragedy,4300,4355
11,"We need someone in office who is truly completely committed to ending this—and Hillary is the only presidential candidate Republican or Democrat who has a record of standing up to the gun lobby and fighting for reforms that will save lives."" ",4748,4989
