,sentence,start,end
0, And welcome back to the CNN Democratic Presidential Town Hall at the Derry Opera House in New Hampshire,0,103
1,Thanks very much for being with us,546,580
2,You heard from Senator Bernie Sanders,1023,1060
3,Please welcome the former secretary of State Hillary Clinton,1503,1563
4,  Please,1989,1995
5, Hello,2431,2436
6, Welcome,2872,2879
7, Thank you very much,3295,3314
8,""" So youve obviously had a pretty incredible several past couple of days",3697,3769
9,Congratulations on winning in Iowa,4147,4181
10,New Hampshire has always been good to the Clintons,4558,4608
11,"How does it feel out there?"" "" It feels great",4961,5006
12,Ive had just an amazing time,5358,5386
13,We landed in the middle of the night from Iowa still pretty pumped up about winning there and then got to work the next day,5680,5803
14,And Im seeing a lot of old friends meeting a lot of new people,6064,6126
15,I have an uphill climb and Im going to climb as high and hard as I can because I want to make my case for the people of New Hampshire,6358,6491
16,As you said theyre people that I feel very close to,6740,6791
17,Theyve been good to my husband to me my family,7103,7149
18,But whats most important is the first in the nation primary,7471,7530
19,"It truly is a great opportunity to get out there explain what you want to do as president present your ideas and get vetted by the people of New Hampshire."" "" Bernie Sanders just a short time ago said he is the underdog here",7773,7997
20,Your campaign has said you know he comes from neighboring Vermont you guys are down in the polls,8230,8326
21,"Do you feel you do better when youre fighting from behind?"" "" You know I dont know",8611,8693
22,"I...""  Does it bring out something in you? "" Well the intensity of the experience and the importance of trying to convey whats at stake in this election because to me obviously Tuesday is a really big deal with the primary",8937,9158
23,But the goal has to be to prevent the Republicans from getting back into the White House and undoing all the progress that has been made under President Obama,9370,9528
24,"""  ""And so I — Im very proud of the campaign that Senator Sanders and I are running",9789,9871
25,I mean we really have focused on issues,10180,10219
26,We share a lot of the same big progressive goals but we have different ways of going about them,10547,10642
27,We bring different experiences,10991,11021
28,But we are contrasting on issues compared to the Republicans who I think are contrasting on insults,11374,11473
29,"And I think its a better contest where we can take our ideas to groups like this throughout New Hampshire get questions have people vet them and then let the voters make up their minds."" "" Youve talked about progressive values",11728,11954
30,Earlier in the day Senator Sanders was asked if you were progressive,12227,12295
31,He said some days,12657,12674
