,sentence,start,end
0, This morning there is some good news though for Clinton,0,55
1,"She won the endorsement of the ""Des Moines Register""",487,539
2,"By the way as did Marco Rubio on the Republican side but one would argue the ""Des Moines Register"" will probably have a greater impact among Democratic caucus goers",971,1135
3,So joining me from Cedar Rapids Iowa is the former secretary of state Hillary Clinton,1468,1553
4,Madam Secretary—welcome back,1938,1966
5,""" Thank you—Chuck",2383,2400
6,"Its good to talk to you this morning.""  You got it",2802,2851
7,Let me just start with this,3227,3254
8,Your opponent 74 years old calls himself a socialist started this campaign with next to zero name recognition,3608,3717
9,You have 38 of 44 U.S,4051,4072
10,senators endorsing 12 of 18 Democratic governors,4438,4486
11,He has zero,4866,4877
12,"What happened? Whats gone wrong? Save me the ""we always knew this was going to be a close race"" answer",5220,5322
13,""" Well Chuck—look I think its actually good for the debate that were having that there is so much interest and energy that I feel on my side and I know obviously so does senator Sanders on his."" ""We have a big choice to make",5529,5753
14,And its exciting,6022,6038
15,I had a great couple of events yesterday,6403,6443
16,Im enthusiastically pursuing the opportunity to reach every single voter in Iowa and were going to see what happens,6769,6884
17,I feel good about where we are,7229,7259
18,"Obviously well find out a week from tomorrow."" ""But if you look at the differences between Senator Sanders and myself I just dont think we cant wait",7569,7717
19,We cant wait to make progress on the myriad of issues that I think were going to be facing in the next administration,7977,8094
20,I want to build on the progress that President Obama has made and he has a different approach,8377,8470
21,"And thats what voters are trying to determine which they prefer.""  Look as you know the caucuses sometimes are about passion enthusiasm",8777,8911
22,"Let me read you something that was in the ""New York Times"" from Gayle Collins",9233,9310
23,"""Nevertheless you cant ignore the fact that Hillary Clinton is now the candidate of the aging Democratic establishment whose supporters pray for a low turnout on the Election Day",9630,9808
24,"That might get her nominated in the long run but its not really the kind of image that makes you go whistling into the election booth."" By the way she wrote that in 2008",10043,10212
25,By the way she wrote that in 2008 Madam Secretary,10468,10517
26,"Is there a deja vu happening here? "" No there isnt",10839,10889
27,I just have to tell you can only react to what Im doing feeling getting responses from people,11184,11277
28,And you know I feel great that we have the level of enthusiasm that we do and we also have a really good team on the ground that has been working for months to make sure that its not just here today gone tomorrow,11489,11701
29,But people are involved,11957,11980
30,They are really reached out to and yes we believe theyre going to come caucus,12315,12392
31,So you know the speculation and all the rest of it is entertaining I admit that,12695,12774
32,"But were just going to keep moving forward and do the work that we think is going to be successful on February 1st.""  Are you worried that experience your long resume is not an asset in this wild year? "" No Im really not",13006,13225
33,Because I think at the end of the day people take this vote seriously,13454,13523
