,sentence,start,end
0,"""Hello Detroit! Thank you! Ill tell you I am so glad to be back in Michigan",0,75
1,And that introduction Im just still vibrating from it,481,534
2,I thank my longtime friend Reverend Wendell Anthony for giving us some of the best lines that weve had in the whole campaign,940,1064
3,"Thank you Wendell.n"" ""You know theres something special about this place",1394,1466
4,And some of you may have recognized the song that was playing when I came in an amazing anthem sung by the talented Andra Day called Rise Up,1757,1897
5,And that is what Detroit is doing – you are rising up! And that is exactly what were going to do in America,2138,2245
6,"We are going to rise up and make sure the American dream is big enough for everyone.n"" ""Im looking forward to working with the great team you have here in Detroit and in Michigan",2480,2658
7,I want to thank your senators Senator Debbie Stabenow and Senator Gary Peters,2935,3012
8,I want to thank your members of Congress Congressman John Conyers Sandy Levin Congresswomen Brenda Lawrence and Debbie Dingell,3359,3485
9,I want to thank your great mayor Mayor Mike Duggan and thank you,3854,3918
10,Wayne County Executive Warren Evans,4329,4364
11,Sheriff Benny Napoleon,4795,4817
12,The president of the UAW Dennis Williams,5242,5282
13,Longtime friends and former colleagues of mine former Senator Carl Levin and his wife Barbara are here,5644,5746
14,And to all who are present today,6100,6132
15,"And I was delighted that my friend and my supporter Mark Cuban could be here because – hes not only a real billionaire – hes actually shared his profits with his employees.n"" Now are you ready to vote on Tuesday? Are you ready to volunteer to get everybody out to vote? Are you ready to choose our next president and commander-in-chief? Did any of you see the three debates that we had? Well I spent four and a half hours standing next to Donald Trump proving once and for all I have the stamina to be the next president.n ""Now he kept saying a lot of unusual things didnt he? And you know theres a certain preparation you do to be ready for those debates and of course I did it because I think you should prepare to be president of the United States",6129,6879
16,And I did practice my composure,6876,6907
17,People said to me well how did you do that? The things he was saying,7229,7297
18,And then in that second debate when he was following you around and lurching over you,7592,7677
19,I said well I did practice,7991,8017
20,And I had my friends and my family just spend hours saying terrible things to me,8325,8405
21,So I was ready,8711,8725
22,But he would say like Well what have you done for 30 years? And you know I dont want to brag,9019,9111
23,"But I do think it matters what youve done and especially what youve done that maybe improves somebody elses life right?n"" ""And one of the great joys of this campaign has been traveling around our country meeting people who have been affected by what weve been doing",9322,9587
24,For example as First Lady I helped create the Childrens Health Insurance Program which covers eight million kids,9833,9945
25,And these are families that theyre not poor families theyre working people but they dont make enough money and they dont work for somebody who provides insurance and so very often their kids were being affected by not getting the health care they should have had,10204,10466
26,I met a woman whose baby daughter when she was born was diagnosed as totally deaf and the doctor said Were sorry theres really nothing we can do for her,10660,10812
27,But this mother like many mothers I know did not take that for an answer right? She got on the internet,11066,11169
28,She began to research and she found that there were treatments that she could maybe provide to her little daughter but they were expensive and she and her husband didnt have that kind of money and they didnt have insurance,11404,11626
29,She was at her doctors office and just so distraught and the doctor said Well theres this new thing called the Childrens Health Insurance Program,11856,12001
30,Maybe you should look into it,12333,12362
31,Turned out she was eligible,12738,12765
32,She signed up,13145,13158
33,She started giving her daughter the best health care that every child in this country should be able to have by the way,13486,13605
34,"And when I was in North Carolina I heard about her and I got to meet her but more than that I met her daughter who talked to me and who just graduated from college – because she got the health care and she got the treatment that she deserved to have.n"" ""Ill tell you what that is how I judge my last 30 years",13740,14048
35,"Have I done something to help somebody else? I am well aware of the blessings that I have had and I want to be sure that all of us figure out a way to pay it forward make it possible for more families more kids to have the chance to live up to their own God-given potential.n"" ""And I was a Senator in New York on 9/11 so I know what can happen – the evil and the hatred of terrorism",14062,14444
36,I saw it,14597,14605
37,And I spent my time helping to rebuild New York City and helping to get health care for the brave first responders who ran toward danger not away from it – our police our firefighters our EMTs,14876,15068
38,And Ill tell you who else we got covered,15348,15388
39,We got construction workers who ran with their supplies and their tools and I see one right out there who knows exactly what Im talking about,15690,15831
40,All across the city people were leaving their job sites and rushing toward danger,16126,16207
41,That was America at its best,16544,16572
42,And dont ever forget what we are capable of being who we are,16917,16977
43,We are not afraid,17339,17356
