,sentence,start,end
0,"""Hello B-W-A",0,12
1,I thank you all for that warm welcome,389,426
2,Theres nowhere Id rather be than right here with all of you this morning,803,875
3,"""Please everyone be seated",1252,1278
4,"This is such a great opportunity to lift up the work that so many of you have done for years -- your organizations individually -- and I am grateful for it because it has helped to guide me in a lot of the work that Ive been privileged to do."" ""I want to thank Gwen Hess for her introduction",1551,1842
5,"I want to acknowledge its always great to see a woman serve as president in any setting."" ""I want to congratulate todays honorees",2010,2139
6,Everyone is so deserving of this recognition,2471,2515
7,I also want to acknowledge a few others,2885,2924
8,"We have some fierce members of Congress with us today women whom I admire who have been my colleagues and friends and with whom I am looking forward to continuing our work: Congresswoman Sheila Jackson Lee Congresswoman Gwen Moore Congresswoman Yvette Clarke Congresswoman Stacey Plaskett."" ""And I want to give a special shout out to Congresswoman Joyce Beatty",3152,3512
9,When I saw Joyce recently she said Well you are coming arent you? And I said Im working hard to get it set,3741,3847
10,"And I am so proud that it did work out and I thank Joyce for that extra push."" ""I also want to acknowledge someone who had such a profound effect on my life in every way someone whom I admire and love Marian Wright Edelman",4038,4260
11,This audience is filled with longtime friends and people I went to Wellesley College with that became life-long friends to me and so many of you who have been on the front lines -- everyone associated with The Black Womens Agenda Im thrilled to be with you,4425,4681
12,Im thrilled to be associated with you,4931,4968
13,Im also thrilled to be back on the campaign trail,5318,5367
14,As the world knows I was a little under the weather recently,5715,5775
15,"The good news is my pneumonia finally got some Republicans interested in womens health."" ""Looking back I know I should have followed my doctors orders to rest but my instinct was to push through it",6058,6255
16,That is what women do every single day and I felt no different,6529,6591
17,Life has shown us that we do have to work harder at the office while still bearing most of the responsibilities at home -- that we always need to keep going because our families and our communities count on us,6831,7040
18,"And I think it is more than fair to say that black women have an even tougher road."" ""And you your daughters your granddaughters -- I was pleased to meet Gwens beautiful granddaughter earlier -- leave the house every morning put on that game face that we all practice and enter a society that consistently challenges your worth",7164,7491
19,With the images you see the lower pay that so many take home that try to silence your voices and break your spirits; yet you remain fierce in the face of these challenges,7653,7823
20,We see that every day in the businesses you start the art you create the children you teach and the communities and organizations you lead,8069,8207
21,While your stories are often missing from the history books -- make no mistake -- you are the change makers the path breakers and the ground shakers,8478,8626
22,"And you are proof that yes indeed black girl magic is real."" ""Now Ive been blessed to see this magics influence on kids and communities up close for decades starting with my first job after law school working with Marian at the Childrens Defense Fund",8832,9082
23,Marians belief was that every single child had worth and potential and deserved the opportunity to live up to their god potential with the tools and the support that every child needs,9306,9489
24,And that if we just improve the odds a bit for those suffering in poverty they could flourish,9755,9848
25,So she led our team into some very poor communities,10181,10232
26,We met kids who had dropped out of school because they couldnt afford textbooks or transportation,10574,10671
27,Some didnt have decent clothes and stayed home to avoid being humiliated in class,11027,11108
28,Some had untreated medical and dental problems that made it practically impossible for them to learn,11474,11574
29,"Those stories really hurt my heart."" ""But Marian always believed we could deliver help and hope if we never ever gave up",11887,12007
30,So she taught us ways to think creatively as well as strategically-- to take our advocacy and turn it into action and results,12285,12410
31,She sent me to New Bedford Massachusetts to go door to door looking for children who werent in school,12691,12792
32,That was back before we had a legal requirement that every child regardless of disability deserved to get an education,13093,13211
33,I met a young girl in New Bedford and sat and talked with her on the small back porch of her house,13486,13584
34,She told me how badly she wanted to learn but couldnt because schools werent accessible or welcoming,13868,13968
35,"So Marian had us get to work and change that."" ""We gathered evidence and built a coalition",14293,14383
36,We helped convince Congress to ensure access to education for all students with disabilities,14733,14825
37,Marian showed me that to drive real progress you have to change both hearts and laws,15163,15247
38,You need both understanding and action,15615,15653
39,And there is no question Im here today because of her example,16028,16089
40,I also want to recognize pioneers like Barbara Jordan and Shirley Chisholm who sacrificed and struggled so that I and so many other women running for office could soar,16395,16562
41,Im here because of friends and colleagues like Donna Brazile Reverend Leah Daugherty and Congresswoman Marcia Fudge — three black women who ran the Democratic National Convention in July,16841,17027
42,"It was a great four days."" ""It goes to show that black women deserve more than a seat at the table",17315,17413
43,Its past time you had a fair chance to run the meeting,17710,17764
44,And lets be clear: I would not be the Demo-cratic nominee for President of the United States were it not for black women like all of you who made noise at the polls this year in support of our campaign -- who did surrogate events went to barber shops and beauty salons and cafes got on local radio and local TV to make the case,17946,18273
45,"Weve come far together."" ""And as I said yesterday in North Carolina Im going to close my campaign the way I began my career all those years ago at the Childrens Defense Fund and the way that I will serve as your president should I have the great honor of being elected: I will be focused on opportunities for kids and fairness for families",18324,18663
46,"The American people deserve something to vote for not just against."" And together -- together we are going to make this a freer fairer and stronger nation",18838,18992
