,sentence,start,end
0,""" Some breaking news now: CNN will host a Democratic debate in Flint Michigan on March 6 just two days before that states primary",0,129
1,Hillary Clinton is actually going to leave the campaign trail here in New Hampshire to visit Flint Michigan today,545,658
2,But first shes right here..,1034,1061
3,"""  ..",1462,1466
4,right next to me live,1865,1886
5,Secretary Clinton thanks so much for being here,2270,2317
6,""" Well Jake congratulations on doing the debate in Flint",2674,2730
7,Its really important we keep the spotlight on this problem,3075,3133
8,And youre right,3491,3506
9,Im leaving here,3886,3901
10,Im going to Flint,4279,4296
11,The mayor asked me to come,4654,4680
12,Theyre trying to you know really have a lot of support because we hope that there will be some good news coming out of Congress in the next few days,4957,5105
13,And its just — its an issue that I dont want people to forget about,5357,5424
14,"Because its not the only Flint in our country.""  Right",5749,5802
15,""" There are other places where these kinds of toxins lead other sorts of pollutants are really affecting peoples lives",6102,6220
16,"And Im just not going to give up on this.""  Can I ask you a question? Just a clarification of what you think needs to be done in term of the people there..",6471,6625
17, Yes,6927,6930
18, ..,7325,7327
19,who need water and need infrastructure built,7703,7747
20, Right,8124,8129
21,""" You have called for the citizens of Michigan the State of Michigan to be billed but youre also supporting this bill from senators Stabenow and Peters from Michigan that would make it a federal payment.""  Right",8440,8650
22," Do you think that it should be a state issue in terms of the money paying for Flint or should it be a federal issue? "" It should be both and partly because theres a broad set of needs that have to be addressed",8831,9040
23,Yes the infrastructure must be repaired and modernized,9290,9344
24,Yes we do have to get emergency means in to get water get the kind of nutritional support,9669,9758
25,"You know I know something about lead poisoning because of work Ive done in the past and —"" "" With the Childrens Defense Fund?"" "" Well and as a senator from New York",10014,10178
26,We had a lot of you know old housing with lead paint in it,10425,10483
27,A lot of kids suffered from lead poisoning,10801,10843
28,And part of the challenge is youve got to intervene early,11173,11230
29,We need comprehensive health screenings,11574,11613
30,Then we need to figure out how do we get the right nutrition and vitamins,11967,12040
31,Youve got to begin to work to counteract the lead,12376,12425
32,Then weve got to get the educational additional help that kids need,12770,12837
33,This is a big deal because its not only about fixing the infrastructure but its also about the future,13154,13255
34,How were going to take care of these kids going forward,13552,13607
35,So theres a lot of work to be done,13930,13964
36,"And I think it has to be both the state and a federal responsibility."" "" You know whats really so upsetting is as you know just a little bit of lead can cause permanent damage.""  There is no — there is no acceptable level of lead for kids",14184,14421
37, Yes,14678,14681
38,Exactly,15063,15070
39, None,15449,15453
40,""" So according to what we know now the state knew at least in February — and the federal EPA knew at least in April and yet it wasnt until months months later",15745,15903
41,So obviously this is a failing on the local level,16160,16209
