,sentence,start,end
0,Today Donald J,0,14
1,Trump was endorsed by former Arizona Governor Jan Brewer,467,523
2,Arizona is one of the states most affected by illegal immigration and Mr,976,1048
3,Trump has received tremendous support from key officials including Sheriff Joe Arpaio State Treasurer Jeff DeWit and is now proud to receive the support of the highly respected former Governor,1486,1678
4,Mr,2037,2039
5,"Trump says ""I love the state of Arizona and have received incredible support throughout the state",2432,2529
6,I am leading in all the polls and we have had amazing events with tremendous crowds,2869,2952
7,"I am honored to receive this endorsement from Governor Brewer."" Jan Brewer added ""Arizonas unsecured border is the gateway of illegal immigration into the United States and the politicians in Washington D.C",3266,3472
8,have continually failed to secure our border,3818,3862
9,As Ive always said: A nation without borders is like a house without walls — it collapses,4251,4340
10,As Arizonas Governor I witnessed too much heartache loss and suffering caused by illegal immigration,4698,4798
11,Ive seen communities destroyed by the drugs gangs drop houses and cartels,5182,5255
12,The cost of health care education and incarceration for illegal immigrants places a crushing burden on taxpayers,5639,5751
13,"Workers of all backgrounds are deprived of jobs and income from our open bleeding border."" ""For years I pleaded with the federal government to do their job and secure our border",6062,6239
14,Today we can elect a President who will do just that - Donald J,6520,6583
15,Trump,6957,6962
16,Mr,7376,7378
17,Trump will secure our borders defend our workers and protect our sovereignty,7750,7826
18,Mr,8202,8204
19,Trump will stand for our law enforcement our police and our immigration officers,8575,8655
20,Mr,9031,9033
21,"Trump will actually enforce the rule of law."" ""As a Washington outsider Mr",9416,9490
22,Trump gets it,9864,9877
23,"He will listen to the people and fight for the citizens of the United States."" Brewer added ""As Mr",10218,10316
24,Trump says: we either have a country or we dont,10622,10669
25,This may be our last chance to ensure our children grow up in a country with borders and with a government that protects its own people,10959,11094
26,"This is our chance - Donald Trump is our chance - to save this country and Make America Great Again."" Mr",11360,11464
27,Trump continues to draw a hard line stance on illegal immigration with the promise to build a wall along the southern border and stop illegal immigration to protect American jobs and families,11847,12038
