,sentence,start,end
0,• As Mr,0,7
1,Trump continues to argue for change in our rigged system many who have benefited from these imbalanced trade deals are lashing out tomaintain the status quo,428,584
2,• Mr,1005,1009
3,Trump takes their attacks as a compliment and proof that his challenge to the system is shaking D.C,1422,1521
4,Mr,1896,1898
5,Trump wants trade deals but he wantstrade deals that are fair balanced and benefit American workers,2264,2363
6,Ones that will produce jobs and wealth for our country and our workers,2694,2764
7,"""• America has lost nearly a third of our manufacturing jobs in the last 20 years",3102,3183
8,This comes as our population has increased by over 50 million in thesame time,3514,3591
9,"Since 2000 American household income is down $4000 and the percentage of those outside the labor force has reached its highest level sincethe 1970s."" ""• Imbalanced trade deals have negatively impacted the American economy",3888,4109
10,"We are no longer the worlds dominant producer and our economy has weakened asa result."" • Clinton has been on the other side of this fight as an extreme globalist who fights only for the D.C",4351,4541
11,special interests,4850,4867
12,America will suffer underher presidency,5284,5323
13,• Mr,5750,5754
14,Trump will continue to fight to put America First and will make sure that any trade deals are in the best interests of the country and notestablished D.C,6181,6334
15,special interests,6761,6778
