,sentence,start,end
0,"""Thank you! Thank you all so much",0,33
1,Wow! I am so happy to be back here in Iowa on a beautiful fall day to see all of you,388,472
2,And I especially want to thank Janelle for her intro-duction,827,887
3,And I so appreciate that Janelle and Nora and her husband Stu are here today,1203,1279
4,I remember so well when I met her back in 2015 and I saw that sign,1577,1643
5,And my best friend from sixth grade was also going through breast cancer and being treated,1933,2023
6,And when I saw Janelles sign it just made me think about my friend and I wanted to go over and meet this woman who had been through 13 chemo treatments already,2270,2429
7,And we just clicked,2703,2722
8,And I have been so grateful to be able to get to know her better and spend time with her when I see her,3006,3109
9,And I got to introduce her to my best friend when my best friend came to Iowa,3363,3440
10,So the circle is completed and more people are reaching out and finding ways to help each other,3720,3815
11,"""Now before I came out I had the great great privilege of saying hello to someone Ruline Steininger who is – is Ruline still here? I know she was going to try to stay",4062,4228
12,There she is,4520,4532
13,Hello Ruline! Hello Ruline! Ruline is a 103-year-old resident of Pleasant Hill who was born in 1913,4864,4963
14,I am so grateful for her support and I dont know if any of you have seen the videos both about Janelle and about Ruline,5234,5353
15,But I really do recommend that you see them both,5641,5689
16,Ruline talks about this long active life that shes had and everything she has seen happen in America and the world,5995,6109
17,And I think its important to have that perspective,6422,6472
18,So its a great honor to have Ruline supporting me,6804,6853
19,I am so pleased,7207,7222
20,"And shes going to go vote early today to make sure her vote counts."" ""I want to thank Dr",7548,7636
21,Andy McGuire for chairing the Iowa Democratic Party fighting so hard to elect Democrats,7947,8034
22,And I want to lift up and thank our Democratic Senate candidate Patty Judge,8361,8436
23,Wheres Patty? Pattys out there fighting hard every single day and she can use your help to make a strong case for her to go to the Senate,8717,8854
24,And Jim Mowrer the 3rd District congressional candidate,9169,9224
25,Jim is running a great campaign and we are really looking forward to having him in Washington,9564,9657
26,"But that really depends upon everybody here and everybody across the great state of Iowa."" ""Now while were meeting on this beautiful day here in Des Moines I know our friends in Cedar Rapids and the region are once again facing the potential of flooding",9908,10161
27,I talked with the mayor,10433,10456
28,I talked with city council members and other leaders over the last day or so,10807,10883
29,They hope that they will not have the flooding,11226,11272
30,They took a lot of good precautionary measures,11624,11670
31,Our campaign along with thousands of people came out and helped to put the sandbags in to try to prevent flooding,11982,12095
32,"And I told them that if Im so fortunate enough as to be president were going to have a big infrastructure program and were going to help prevent flooding in places like Cedar Rapids."" ""Now I also just want to say on a personal note I was terribly upset this morning to learn about a train crash in New Jersey",12272,12580
33,Thats very personal to me,12794,12819
34,I live in New York,13177,13195
35,People commute into New York from New Jersey,13543,13587
36,We had about a hundred commuters injured and one died,13927,13980
37,I just want to send our thoughts and prayers to them because its a horrible accident that ran into the depot and caused all kinds of damage,14260,14399
38,"So I want to lift up the people of New Jersey and New York today."" ""Now we are starting to vote in Iowa today! And I saw my good friend Ruth Harkin and she told me she was the first person in line to vote today",14586,14796
39,And we have what 40 days 39 days left,15015,15052
40,And each and every one of you have the chance to make sure that we keep our country on the right path,15325,15426
41,We have 40 days to win an election thats going to affect the next 40 years of our country,15674,15763
42,"And you every one of you can make the difference in this election."" ""Now how many of you participated in the caucuses? Well weve got a bunch of active Iowans here",16013,16175
43,Are you ready to go to the polls? Well luckily in Iowa you can start today,16435,16509
44,Lots of folks dont have that opportunity across the country,16833,16892
45,And a lot of our campaign volunteers are going to direct people right from this rally to early voting sites,17200,17307
46,Weve got one right down the street,17616,17650
47,So when you finish here you can go vote,17990,18029
48,"And we can be on the path to victory here in Iowa."" ""Any of you see that debate on Monday night? Well one down two to go",18294,18414
49,Well I have to tell you it was an extraordinary experience because I did get to say a few things about the positive agenda that we want to have for our country because I want this election to be about something not just against somebody,18607,18843
50,And so I am going to close this campaign the way I started decades ago fighting for kids and families because its been the cause of my life,19045,19184
51,It will be the mission of my presidency because I know from my own experience that strong families are the base of a strong America,19433,19564
52,"And I know from personal experience how important it is to give people the tools they need to make sure that they can go as far as their hard work their talent will take them."" ""Now you may have heard me say this",19773,19985
