,sentence,start,end
0,Hello Broward County!Whoa,0,25
1,It is so great to be back in Florida,474,510
2,"There are just 14 days two weeks from today.n ""The most important election in our lifetimes",959,1050
3,"Im so grateful to see all of you and I want to thank the elected officials who are here Congresswoman Debbie Wasserman-Schultn"" ""Congressman Alcee Hastings Congressman Ted Deutch Commissioner Mark Bogen and others who are here along with Senator Bill Nelsons wonderful wife Grace Nelson",1430,1716
4,"So we are glad you are all here with me.n"" And I got to tell you I was thrilled to be introduced by the person I hope will be the next senator from the great state of Florida Congressman Patrick Murphy.You know I think Patrick is exactly the kind of senator that Florida needs and deserves because he will help us break through gridlock and create more good jobs with rising incomes",1785,2167
5,"And Patrick knows we have to build an economy from the middle out and the bottom up not from the top down.n ""I also appreciate the fact that we now are seeing an emerging bipartisan consensus that we need to fix our broken criminal justice system do you agree? But its going to take strong and committed leaders like Patrick Murphy who are ready to show up and fight hard and work to get this done",2168,2565
6,"And -- and this is important my friends unlike his opponent Patrick Murphy has never been afraid to stand up to Donald Trump.n"" ""I think Florida deserves a senator whos going to fight for comprehensive immigration reform that will keep families together against a deportation force.n"" ""This is what is so unimaginable of law enforcement officials to go door to door house to house business to business school to school rounding up 11 million people",2561,3009
7,I think that is so wrong and it is not going to happen in America,3183,3248
8,So you deserve also a senator who actually believes climate change is real as opposed to someone who every time hes asked says well Im not a scientist,3519,3669
9,"And I always wonder why dont you talk to a scientist? Like start here at Broward College you could talk to scientists.n"" And you deserve a senator who would never say that Social Security and Medicare have and this is a quote ""weakened us as a people.""n ""His solution Patricks opponents solution is to privatize Medicare.n""  Boo!n "" That is exactly the right response but dont boo vote right?n"" ""And you deserve a senator who would never support cutting $360 million from Floridas schools because Patrick knows every child in Florida deserves a world-class education",3752,4317
10,"So my friends Patrick Murphy is a smart tough-minded legislator and an independent voice.n"" ""Thats what we need more of in Washington people like Patrick who are going to get up every day and go to work for you a better life for you and your families instead of blocking progress at every turn listening to the special interests and powerful forces that really are not interested in what its going to take for every one of you to get ahead and stay ahead.n"" So please when you get out and vote please remember you can send Patrick Murphy to the United States Senate and you will be glad you did.n ""Now I know theres an overflow crowd outside and Im so sorry they cant be in but Im told that they can hear us and maybe even see us and I want to thank them for coming as well.n"" I got to ask you did anybody see the last debate?n Well the good news -- the good news was it was the last debate.n  Happy birthday to you!n  Well thank you!n ""Thank you",3944,4888
11,Yeah you know youre right,4801,4826
12,That last debate was like an early birthday present right? But heres what I wanted you to remember,5150,5248
13,"I stood next to Donald Trump for four and a half hours proving once again I have the stamina to be president and commander- in-chief.n"" You know I tried as much as I could to talk about all issues that are on your minds that I believe we can work together to improve",5460,5726
14,"And in fact my wonderful running mate I Senator Tim Kaine wrote a book called ""Stronger Together"" and we put all of our policies in it because I want you to know what were going to try to do if were so fortunate enough to be the next president and vice president.n ""And I think its important because I want you to have confidence that were going to work every day to implement the plans that we have put forth",5773,6182
