,sentence,start,end
0,""" Well what do you say we talk to Hillary Clinton whos good enough to join us this morning on a very important and busy day",0,123
1,Thank you so much for doing that,481,513
2,"And so do you have the victory party all set for tonight?"" "" Well this is a very tight race Robin",848,945
3,Its really going down to the wire,1246,1279
4,But we feel very good weve worked so hard,1616,1657
5,Ive had a great operation here,2005,2035
6,So many young people organizers who fanned out across the state the thousands of volunteers,2381,2472
7,We did knock on 125000 doors this past weekend,2814,2860
8,So were very committed very energized and enthusiastic but it all depends upon who shows up tonight who comes out to caucus in Iowa,3191,3322
9,And Im urging everyone who is interested in committed to caucusing for me to please be there tonight 6:30,3611,3716
10,"I will be there in spirit because if you stand up for me I will stand up for you during this campaign and into the White House."" "" You know there are so many similarities between what is going on right now and eight years ago",3927,4152
11,You again are affected — unexpected challenge that you are facing,4399,4464
12,"What are the differences and similarities between what youre experiencing now and what happened eight years ago here in Iowa?"" "" Well I think that I have a much better organization to be just really clear about it",4748,4961
13,I think that we built an organization using a lot of the lessons learned and we recruited some of the best people that you could find anywhere in the country working in Democratic politics,5154,5342
14,I think Im a better candidate,5637,5666
15,I think that in addition to just knowing more about the caucus process and what we needed to do to build toward this night,6000,6122
16,My experience as secretary of State really deepened and intensified my understanding about what the next president will have to face,6412,6544
17,So all in all I feel like its a different energized effort that is really bringing in people from across the state and indeed across the country who know whats at stake in this election understand how really dramatic and drastic it would be if the Republicans were to take back the White House because they would rip out the progress,6727,7060
18,"We wouldnt be able to in my view get the economy going for everybody get incomes rising get affordable college take care of the rising prescription drug costs everything Im talking about which is really in response to the concerns and the worries that I hear from people as I criss-cross this state."" "" All 99 counties you have criss-crossed and we have seen you and weve seen your husband and weve seen your daughter as well",7086,7511
19,"""  "" Well I havent gotten to all 99.""  A third of — "" I had to — lets just say that",7645,7726
20,I dont want anybody to think that my silence is affirmation,7993,8052
21,But Ive covered a lot of ground and I sure have met many thousands of people and have really learned so much,8327,8435
22,You know thats the best part of this,8744,8780
23,Its obviously exhausting it takes a lot of concentration,9141,9197
24,But what keeps me going are the stories that people tell me,9541,9600
25,Theres something so intimate at least in my experience because I actually try to listen to people and hear whats on their minds when someone tells you about the open heart surgery that their granddaughter had to have as a baby and how they couldnt have afforded it without the Affordable Care Act or when a young woman says shes just drowning in student debt and needs a way out that sticks with me,9773,10171
26,"And I think that the months Ive spent here listening to Iowans has really made me a better candidate and I think it will make me a better president."" "" Well speaking of listening to Iowans we have John Karl",10258,10464
27,He is out and about and he is with some voters,10705,10751
28,And you know a third of voters here are undecided and lets hear what one voter has to ask you,11048,11141
29,"John?"" "" Hello Robin hello Secretary Clinton",11465,11509
30,Were with Rob here from Dennison Iowa,11881,11918
31,Incredible thing about this,12310,12337
32,Rob you were undecided between Hillary Clinton and John Kasich,12721,12783
33,"So you dont even know which party — whats your question for Secretary Clinton?"" "" Good morning Secretary Clinton",13132,13244
34,"My question for you is as a liberal Republican — it seems to be a dying breed anymore — I want to know how youre going to work bipartisanly with a very partisan Congress and a — and a seemingly polarized nation.""  Good question",13468,13694
35,""" Thats a — thats a really great question and thanks for asking it because I get asked that a lot",13919,14016
36,You know I have a record of working with Republicans,14312,14364
37,When Im actually in a position to do so — when you know theres a campaign its a little bit different — but when I was first lady I worked to achieve the Childrens Health Insurance Program working across the aisle with both Republicans and Democrats even reformed our foster care and adoption system teaming up with Tom DeLay a very partisan Republican in the House,14542,14906
38,And when I got to the Senate I worked hard to get health care for the National Guard and Reserves I worked with Senator Lindsey Graham in that case,15064,15211
39,And I — I dont know that there was a single Republican who didnt co-sponsor one of the bills that I worked on,15459,15568
40,And as secretary of State I had similar efforts to reach common ground that proved successful,15859,15952
41,I know in a campaign that distinctions have to be drawn because we have to give voters a real sense of what each of us wants to do and to hold us accountable for the agenda we put forth,16192,16377
42,"But I am confident that Im going to work really hard to find that common ground across the aisle and we will make progress together.""  Secretary Clinton thank you very much",16568,16739
43,We appreciate you joining us on this very busy and important day,17096,17160
44,Thank you,17540,17549
45, Thanks so much,17929,17943
46,Great to talk to you,18323,18343
47, You as all — as always,18723,18745
