,sentence,start,end
0,"""Enough."" Stanley Almodóvar III 23 | Amanda Alvear 25 | Oscar A Aracena-Montero 26 | Rodolfo Ayala-Ayala 33 | Antonio Davon Brown 29 | Darryl Roman Burt II 29 | Ángel L",0,168
1,Candelario-Padró 28 | Juan Chávez-Martínez 25 | Luis Daniel Conde 39 | Cory James Connell 21 |Tevin Eugene Crosby 25 | Deonka Deidra Drayton 32 | Simon Adrián Carrillo Fernández 31 | Leroy Valentín Fernández 25 | Mercedez Marisol Flores 26 | Peter O,481,730
2,Gonzalez-Cruz 22 | Juan Ramón Guerrero 22 | Paul Terrell Henry 41 | Frank Hernández 27 | Miguel Ángel Honorato 30 | Javier Jorge-Reyes 40 | Jason Benjamin Josaphat 19 | Eddie Jamoldroy Justice 30 | Anthony Luis Laureano Disla 25 | Christopher Andrew Leinonen 32 | Alejandro Barrios Martínez 21 | Brenda Lee Márquez McCool 49 | Gilberto Ramón Silva Menendez 25 | Kimberly Morris 37 | Akyra Monet Murray 18 | Luis Omar Ocasio-Capó 20 | Geraldo A,796,1239
3,Ortíz-Jiménez 25 | Eric Iván Ortíz-Rivera 36 | Joel Rayon Paniagua 32 | Jean Carlos Méndez Pérez 35 | Enrique L,1369,1480
4,Ríos Jr,1814,1821
5,25 | Jean C,2202,2213
6,Nives Rodríguez 27 | Xavier Emmanuel Serrano Rosado 35 | Christopher Joseph Sanfeliz 24 | Yilmary Rodríguez Solivan 24 | Edward Sotomayor Jr,2531,2671
7,34 | Shane Evan Tomlinson 33 | Martin Benítez Torres 33 | Jonathan Antonio Camuy Vega 24 | Juan P,2970,3067
8,Rivera Velázquez 37 | Luis S,3467,3495
9,Vielma 22 | Franky Jimmy Dejesus Velázquez 50 | Luis Daniel Wilson-León 37 | Jerald Arthur Wright 31,3895,3995
