,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of Maine Governor Paul R,464,519
2,LePage,969,975
3,This announcement comes immediately following the endorsement of New Jersey Governor Chris Christie,1425,1524
4,Mr,1974,1976
5,"Trump stated ""I am proud to receive Governor LePages endorsement",2426,2490
6,"He will be a great asset as we continue to campaign across the country and Im grateful for his support."" ""I am pleased today to announce my endorsement of Donald J",2844,3007
7,"Trump the next President of the United States"" said Governor LePage",3307,3374
8,"""Mr",3778,3781
9,Trump is the only candidate who is funding his own campaign and who will break the grip special interests now have on Washington D.C,4155,4287
10,Mr,4669,4671
11,Trumps successful business record demonstrates he can create jobs for out-of-work Americans,5089,5180
12,"Instead of delivering favors for corporate donors like the other candidates in this race he will fight to improve the lives of the American people."" ""Mr",5522,5674
13,"Trump is the only candidate who has talked about bringing back our manufacturing jobs returning foreign investments to the United States and finally securing our immigration system"" added Governor LePage",5957,6160
14,"""Here in Maine we have seen firsthand the burdens imposed by politicians who allow illegal immigrants to take advantage of our hardworking taxpayers",6543,6691
15,Mr,7182,7184
16,"Trump is the only candidate talking about reducing these burdens and helping Americans first."" ",7675,7769
