,sentence,start,end
0,"""I am honored to earn the first-ever presidential endorsement of Every Voice",0,76
1,"""To strengthen our democracy we need to get secret unaccountable money out of our politics and get the voices of Americans back in",543,673
2,Every Voice is leading that fight,1137,1170
3,They uncover how special interests interfere with our democracy and block progress on critical issues like addressing climate change preventing gun violence and raising the minimum wage,1528,1713
4,And they have smart concrete ideas on how to change our broken campaign finance system,2060,2146
5,"""Ive made campaign finance reform a cornerstone of my campaign from the beginning",2508,2589
6,If elected this will be a top priority for my presidency,2940,2996
7,And I will be a strong partner to everyone working toward that goal,3365,3432
8,"""In my first 30 days in office I will propose a constitutional amendment to overturn the disastrous Citizens United Supreme Court decision",3772,3910
9,Ill appoint Supreme Court justices who understand how deeply that decision damaged our democracy,4263,4359
10,Well work to amplify the voices of Americans and make it easier for citizens to run for office by supporting small-donor matching,4735,4864
11,And well fight for more robust disclosure requirements,5232,5286
12,"""The United States is the worlds oldest democracy and the greatest country in the world",5670,5757
13,I believe deeply that our democracy should work for everyone not just the wealthy and well-connected,6159,6259
14,Weve got to do better,6710,6731
15,Organizations like Every Voice are working to do that every day,7182,7245
16,"As President I will be their partner."" ",7696,7734
