,sentence,start,end
0,Today nine Chairmen in the U.S,0,30
1,House of Representatives – Steve Chabot (Small Business) Michael Conaway (Agriculture) Jeb Hensarling (Financial Services) Candice Miller (House Administration) Jeff Miller (Veterans Affairs) Tom Price (Budget) Pete Sessions (Rules) Bill Shuster (Transportation and Infrastructure) and Lamar Smith (Science Space and Technology) – endorsed Donald J,557,905
2,"Trump for President and released the following statement:"" ""We stand on the precipice of one of the most important elections of our lifetime",1240,1380
3,This great nation cannot endure eight more years of Democrat-control of the White House,1714,1801
4,It cannot afford to put Democrats in charge of Congress,2168,2223
5,It is paramount that we coalesce around the Republican nominee Mr,2602,2667
6,Donald J,3071,3079
7,Trump and maintain control of both the U.S,3483,3525
8,House of Representatives and the U.S,3912,3948
9,"Senate."" ""Any other outcome is a danger to economic growth puts our national security in peril enshrines ObamaCare as the law of the land entraps Americans in a cycle of poverty and dependence and undermines our constitutional republic."" ""There is a path to winning in November and it comes through unity",4216,4520
10,To solidify this partnership we endorse Mr,4796,4838
11,"Trump as the Republican nominee for President and call upon all Americans to support him."" In response Mr",5225,5330
12,"Trump released the following statement upon news of the endorsements: ""It is tremendous to be working with these leaders and their colleagues on winning solutions that will really move us forward",5643,5838
13,"A strong House Republican Majority is imperative to fixing the problems facing America and making our country better and stronger than ever before."" Mr",6131,6282
14,Trump has surged in recent polls against Democratic front-runner Hillary Clinton both nationally and in key battleground states such as Ohio where he leads Clinton by a significant margin,6739,6926
