,sentence,start,end
0,Thank you,0,9
1, n Thank you very much thank you ladies and gentlemen,416,468
2,Thank you please sit down,875,900
3,"Thank you.n ""Its my privilege to be here in Gettysburg hallowed ground where so many lives were given in service to freedom",1307,1430
4,"Amazing place.n"" ""President Lincoln served at a time of division like weve never seen before",1795,1887
5,It is my hope that we can look at his example to heal the divisions we are living through right now,2192,2291
6,"We are a very divided nation.n"" ""Im not a politician and have never wanted to be a politician believe me",2565,2669
7,"But when I saw the trouble our country was in I knew I couldnt stand by and watch any longer.n"" Our country has been so good to me",2921,3051
8,I love our country and I felt I had to act,3321,3363
9," n ""Ive seen the system up-close-and-personal for many years",3677,3736
10,"Ive been a major part of it.n"" ""I know how the game works in Washington and on Wall Street and I know how theyve rigged the rules of the game against everyday Americans",4012,4180
11,"The rules are rigged.n"" ""Nearly one in four Americans in their prime earning years isnt even working",4457,4557
12,One in five households have no one with a job,4895,4940
13,"45 million Americans are on food stamps and 47 million are living in poverty.n"" We have failed our inner cities and in so doing have failed our African-American and Hispanic communities.n ""Weve misguided military adventures overseas and wars that go on forever that just cannot be won by the people that are doing it now",5181,5501
14,"They dont know how to win the wars at home.n"" We have our great veterans dying while waiting for medical care.n Change has to come from outside our very broken system",5665,5831
15,Our system is broken.n The fact that Washington and the Washington establishment has tried so hard to stop our campaign is only more proof that our campaign represents the kind of change that only arrives once-in-a-lifetime,6073,6296
16," n ""The system is totally rigged and broken",6608,6650
17,First the issue of voter fraud,7064,7094
18,According to Pew there are 24 million voter registrations in the United States that are either invalid or significantly significantly inaccurate,7485,7629
19,"And when I say that there are such inaccuracies its unbelievable.n"" 1.8 million dead people are registered to vote and some of them are voting",7948,8090
20,I wonder how that happens.n 2.8 million people are registered in more than one state is a number folks,8416,8518
21,These are numbers.n Fourteen percent of non-citizens are registered to vote,8878,8953
22,The system is also rigged because Hillary Clinton should have been precluded from running for the presidency of the United States,9311,9440
23,"But the FBI and the Justice Department covered up her crimes which included lying to the FBI and congress on numerous occasions and included saying I do not recall to the FBI on 39 separate times.n ""She recalls everything else but 39 separate times she said I do not recall",9667,9940
24,Well thats a lies,10186,10203
25,"Also then there is the deletion of at least 33000 emails after receiving a subpoena from the United States Congress thats after receiving the subpoena as an example.n"" It was announced this week that the highly-respected four-star general James Cartwright maybe sentenced to up to five years in prison with a massive fine for lying on one occasion to the FBI",10440,10798
26,He said he did that for national security reasons.n Highly respected man,11016,11088
27,A four-star general,11444,11463
28,This took place two days ago,11820,11848
29,How must he feel,12215,12231
30,"A big part of the rigging of this election is the fact that Hillary is being allowed to run despite having broken so many laws on so many different occasions.n ""Why is she allowed to run? The dishonest mainstream media is also part in a major part of this corruption",12479,12745
31,Theyre corrupt,13016,13030
32,"They lie and fabricate stories to make a candidate that is not their preferred choice look as bad and even dangerous as possible.n"" At my rallies they never show or talk about the massive crowd size and try to diminish all of our events.n ""On the other hand they dont show the small size of Hillarys crowds but in fact talk about how many people are there",13261,13616
