,sentence,start,end
0,Snap advice from the campaign trail,0,35
1,Yesterday New Jersey senator and selfie aficionado Cory Booker hit the trail for Hillary Clinton,441,537
2,At some point along the way Cory convinced Hillary to let him take over her Snapchat,943,1027
3," ""The power went straight to Corys head",1416,1454
4,""" Later Cory shared one of the major keys to helping Hillary win in Iowa ..",1773,1848
5, ..,2191,2193
6,his favorite snacks on the road ..,2573,2607
7, ..,2989,2991
8,and the huge crowd that packed into a room to hear why Cory is supporting Hillary,3398,3479
9," ""Make sure youre following Hillary Clinton on Snapchat—you never know whos going to take over!"" ""Watch Corys full Snapchat takeover."" ",3886,4019
