,sentence,start,end
0,The right to safe and legal abortion is on the line—a Republican president would make sure of it,0,96
1,"""When the Supreme Court decided Roe v",524,561
2,Wade on January 22 1973 it recognized that the U.S,989,1039
3,Constitution protects a womans right to safe and legal abortion,1454,1517
4,"Its a decision that has withstood 43 years of politically motivated attacks in the courts in Congress by state legislatures and at the hands of violent extremists."" Thanks to  "" more than four decades of women have had the right to make the most fundamental decisions about their lives families and futures",1773,2078
5,"This is about womens health and womens rights—and the fight for reproductive rights is also a fight for economic opportunity."" ""Today on the 43rd anniversary of the Courts decision the future of reproductive rights in America is more vulnerable than ever before",2240,2501
6,"And its not an exaggeration to say that if we elect a Republican president to the White House this could be one of the the last ""  anniversaries we mark",2719,2870
7,"""Over the past five years states have enacted 288 abortion restrictions (and counting)",3173,3259
8,"Thats more than the previous 15 years combined."" ""These restrictions—which keep abortion access out of reach for many women and even shutter clinics altogether—undermine womens fundamental rights and health."" ""Lets be very clear about one thing: The onslaught of attacks on these rights is not a coincidence; its part of a deliberate strategy to chip away at the right to abortion altogether until the Supreme Court has the chance to eviscerate the decision."" That may come sooner than you think: An abortion case the Court will hear later this year from Texas   is the biggest challenge to  "" weve seen in a generation—one that would be devastating to women in Texas and could significantly affect reproductive rights across the country."" ""This is whats at stake in the 2016 election",3282,4063
9,When the next president takes the oath of office next January three of our current Supreme Court justices will be 80 or older—already older than the average justice retirement age,4023,4202
10,"That means our next president could have the power to transform the Court our laws and our rights for generations to come."" Just imagine the damage a Republican president could do",4465,4644
11,"Marco Rubio has said he will appoint justices that will overturn   Ted Cruz has referred to today as ""the dark anniversary of  ."" Ben Carson said he would ""love"" to see the decision overturned",4885,5074
12,All three of them would support a ban on abortion—even in cases of rape or incest,5343,5424
13,"We need a president who will appoint justices who will protect  """,5740,5804
14,We need someone in the White House who will fight for women who will build on the progress weve made over the past four decades—and who will keep going,6088,6239
15,"We need Hillary Clinton."" Our reproductive rights are by no means ""established."" We fight for them every day",6532,6640
16,Womens health clinics doctors and advocates have been the targets of arson shootings and blockades for decades,6972,7082
17,And just last year: And we still have laws on the books like the Hyde Amendment which makes it harder for low-income women—and low-income women of color in particular—to exercise their full reproductive rights,7379,7588
18,Hillary will fight to repeal it as president,7910,7954
19,We need a leader who understands that a fight for reproductive rights is also a fight for economic opportunity,8341,8451
20,Hillary has been fighting back against these attacks her entire career,8807,8877
21,As first lady she led the U.S,9264,9293
22,delegation to the U.N,9719,9740
23,"Fourth World Conference on Women in Beijing where she proclaimed that ""womens rights are human rights."" As senator from New York she championed access to emergency contraception and introduced bills to strengthen a womans right to make her own health care decisions",10053,10318
24,And as secretary of state she made womens rights a cornerstone of U.S,10603,10672
25,foreign policy,11051,11065
26,"On the 43rd anniversary of  "" lets remember the fights we have waged and the hard work that lies ahead",11400,11501
27,Lets work to elect a leader that never takes the rights we have won for granted and has made protecting them a priority,11813,11932
28,Lets stand with Hillary,12338,12361
29,"She stands with us—and shes been fighting alongside us on these issues for a long long time."" ",12767,12860
