,sentence,start,end
0,"""I am honored to have earned the first-ever endorsement of the Actors Equity Association",0,88
1,"""I have spent my life fighting to even the odds for those who have had the odds stacked against them",492,592
2,That means making it possible for every child to live up to his or her God-given potential no matter where they come from what they look like or who they love,926,1084
3,And although this is an unusual thing for a candidate for President to say it means working to create more love and kindness in our country,1320,1459
4,"""The Actors Equity Association shares these core values",1771,1826
5,And I couldnt be prouder to have them standing with me in this election,2187,2258
6,The stakes could not be higher,2629,2659
7,"""From the beginning Donald Trump has based his campaign on prejudice and paranoia",3037,3118
8,He has insulted immigrants and demeaned women,3491,3536
9,He has called for banning 1.5 million people from so much as entering this country because of their religion,3911,4019
10,He mocked and mimicked a reporter with a disability,4384,4435
11,He would appoint Supreme Court justices who would overturn marriage equality and when the time came to choose a running-mate he selected a man who signed a law that would have allowed Indiana businesses to discriminate against LGBT people,4736,4974
12,"""Donald Trump does not understand a basic truth about America: we are stronger together",5269,5356
13,"""Americans dont tear each other down—we lift each other up",5742,5800
14,We dont build walls—we break down barriers,6222,6264
15,Together well fight to finally guarantee equal pay for women protect workers rights to organize and bargain collectively and build an economy that works for everyone not just those at the top,6594,6785
16,Well pass the Equality Act and make it illegal to discriminate against LGBT people in employment and housing—and we wont let up in the fight against HIV and AIDS until we reach the goal of an AIDS-free generation which is finally in sight,7003,7241
17,We will face up to the reality of systemic racism and fix it—and well fight back against those who are trying to deny Americans their fundamental right to vote,7441,7600
18,"""And above all we will never forget that we are in this together one nation indivisible",7987,8074
19,"""The future we want is within our reach—lets build it together."" ",8492,8556
