,sentence,start,end
0,Mr,0,2
1,Trump spoke today on the need to serve and protect those who have served and protected us - our police law enforcement and militarypersonnel,445,585
2,"In addition he laid out a bold ten point plan for Veterans Reform: "" Mr",1028,1099
3,Trump will appoint a VA Secretary whose sole purpose will be to serve veterans,1496,1574
4,The Obama Administration has continually placed D.C,1965,2016
5,"bureaucrats needsabove those of veterans this will not happen under a Trump Administration."" "" Mr",2405,2502
6,"Trump will use the powers of the presidency to remove and discipline the federal employees and managers who have violated the publics trust and failedto carry out the duties on behalf of our veterans.""  Mr",2820,3024
7,Trump will ask that Congress pass legislation that empowers the Secretary of the VA to discipline or terminate any employee who has jeopardized thehealth safety or well-being of a veteran,3281,3468
8, Mr,3819,3821
9,Trump will create a commission to investigate all the fraud cover-ups and wrong-doing that has taken place in the VA and present these findings toCongress for to spur legislative reform,4180,4365
10, Mr,4716,4718
11,Trump will protect and promote honest employees at the VA who highlight wrongdoing and he will guarantee their jobs will be protected,5088,5221
12,""" Mr",5564,5568
13,Trump will create a private White House hotline which will be active 24 hours a day answered by a real person,5929,6038
14,It will be devoted to answeringveterans complaints of wrongdoing at the VA and ensure no complaints fall through the cracks,6331,6454
15,""" "" Mr",6807,6813
16,"Trump will stop giving bonuses to any VA employees who are wasting money and start rewarding employees who seek to improve the VAs service cutwaste and save lives.""  Mr",7150,7317
17,Trump will reform the visa system to ensure veterans are at the front of the line for health services not the back,7587,7701
18,""" Mr",8046,8050
19,"Trump will increase the number of mental health care professionals and allow veterans to be able to seek mental health care outside of the VA."" Mr",8373,8519
20,Trump will ensure every veteran has the choice to seek care at the VA or at a private service provider of their own choice,8828,8950
21,Under a TrumpAdministration no veteran will die waiting for service,9369,9436
22,These days are over starting January 2017,9855,9896
