,sentence,start,end
0,That money really adds up,0,25
1,"""College is a great investment—for individual students and for our economy",491,565
2,"But its also a severe expense that holds many Americans back well into adulthood."" About 70 percent of college graduates take out loans to finance their education",1031,1193
3,Across the country Americans hold a staggering $1.2 trillion in student debt—the second highest source of consumer debt behind home mortgages,1558,1699
4,And that number continues to climb,2076,2110
5,Among the class of 2014 the average undergraduate who took out loans borrowed just over $28950,2493,2587
6,Paid back over 20 years at the unsubsidized federal loan rate he or she would owe $186.00 per month,2907,3006
7,"For instance: ""If you put that money in a savings account youd have more than ""  saved in just  If you invested that money in a mutual fund for   you could bank more than  And if you put all of those monthly payments in a 401(k) you could have?  put aside for retirement in  Source: smartasset.com (Assumes a 6% annual rate of return) Studies suggest that student debt is holding back young people from life milestones like getting married buying homes having children and starting small businesses",3114,3605
8,And according to a   by the think tank Demos college-educated households with student debt stand to lose $208000 over a lifetime mostly from a lack of retirement savings,3716,3883
9,"""Thats why Hillary Clinton has released a plan for debt-free college",4210,4278
10,Under her plan students wont have to take out loans to pay for tuition books or fees at four-year public colleges and universities in their states,4611,4757
11,"Families will make an affordable realistic contribution and students will do their part by working 10 hours a week to help pay for school."" ""Those with existing student debt will be able to refinance at a lower rate which will give debt relief to an estimated 25 million borrowers",4982,5262
12,"And Hillarys plan will allow everyone to enroll in an income-based repayment plan so that theyre never spending more than 10 percent of their income on student loans."" "" about how Hillarys college plan could help you or someone you know."" ",5527,5765
