,sentence,start,end
0,Today Donald J,0,14
1,Trump received the coveted endorsement of highly respected New Jersey Governor Chris Christie at a campaign rally in Fort Worth TX,444,574
2,The endorsement comes one day after the latest Republican debate and just days before the votes are cast in the Super Tuesday primary contest,1004,1145
3,Mr,1501,1503
4,"Trump stated ""It is my great honor to receive the endorsement of the Governor",1870,1947
5,We have had a wonderful relationship for many years,2291,2342
6,He is a solid person that I have tremendous respect for,2709,2764
7,"I am really proud to receive the support of the Governor and his family."" Governor Christie who ended his Presidential bid earlier this month following the New Hampshire primary added ""Donald is a leader",3068,3271
8,He is a successful person that like me isnt afraid to tell it like it is,3549,3621
9,Our system is broken and it wont be fixed from the inside,3953,4010
10,"I am proud to offer my endorsement of his candidacy for President."" Governor Christie joined Mr",4335,4430
11,Trump at a campaign event in Texas to officially announce the endorsement and will travel with him to Oklahoma City for a rally later today,4729,4868
12,Mr,5252,5254
13,Trump has also been endorsed by Congressmen Chris Collins Congressman Duncan Hunter Jr,5691,5777
14,former Governor of Alaska Sarah Palin South Carolina Lt,6189,6244
15,Governor Henry McMaster Arizona Treasurer Jeff DeWitt and many other influential conservative leaders,6719,6820
16,He will campaign in Oklahoma later today and travel to Arkansas Tennessee Alabama Virginia Georgia and beyond over the next few days,7304,7436
