,sentence,start,end
0,During a meeting hosted by the Puyallup Tribe she received two very special gifts In Washington Hillary was joined by 19 tribal leaders from around the state at the Chief Leschi School on the Puyallup Indian Reservation During the meeting Hillary heard from Tribal leaders on a range of issues—from cleaning up Puget Sound to the future of the salmon in the Northwest to what we can do to improve health care and education in Native communities,-7,437
1,Connie McCloud the culture director of the Puyallup Tribe explained what the blanket represents,593,688
2,"""It will heal you",1062,1079
3,It will give you strength,1517,1542
4,It will help you to continue on your path ..,1970,2014
5,"that youve embarked on"" McCloud said",2442,2478
6,Hillary also received a Lushootseed Indian name: tsiw?l?x??i,2891,2951
7,"Pronounced ""tsee-wuh-luh-x?wee"" which means ""Strong Woman."" ""It all began to change"" Sterud said",3325,3421
8,"""The night before the inauguration parade I got a call that said ?Want to be in the parade? ..",3779,3873
9,We are the first Natives in the inaugural parade since the late 1800s—Sitting Bull,4194,4276
10,"It was an honor."" President Clinton also held the first tribal summit at the White House since President George Washington was in office",4585,4721
11,And President Obama built on that by hosting annual White House Tribal Nations Conferences—something Hillary will continue to do as president,5053,5194
12,"Sterud joked ""And so in 2017 a little over a year—when shes elected the next president maybe perhaps—well get a call ..."" Hillary responded: ""If I am so fortunate enough to be inaugurated in January of 2017"" she told the room of Tribal leaders ""I will expect a delegation from the tribes of Indian Country in this state in that inaugural parade."" ",5442,5788
