,sentence,start,end
0,"""Whoever America elects this fall will help determine the future of the Court for decades to come."" ""This afternoon in Madison Wisconsin Hillary Clinton laid out the stakes of one of the most important issues of the 2016 election: the Supreme Court",0,248
1,"Heres what you need to know."" At its best the Supreme Court is a place where the rights of every American are heard and protected",574,703
2,And that notion left a powerful impression on Hillary growing up,1024,1088
3,In recent years the Court has made a lot of consequential decisions—some that uphold those ideals and some that undermine them,1458,1584
4,"The Court?""made same-sex marriage legal nationwide preserved the Affordable Care Act—not once but twice—and ensured equal access to education for women"" Hillary said",1932,2097
5,"However it also ""cut the heart out of the Voting Rights Act",2480,2539
6,"It overturned commonsense laws addressing gun violence.""? ""Justice Scalias recent death leaves the Supreme Court at a critical crossroads: His replacement could tip the ideological balance on the bench determining whether the Court protects and advances the progress weve made as a nation—or dismantles Americans fundamental rights one ruling at a time."" President Obama has done his constitutional duty to nominate a justice to fill the vacancy on the Supreme Court",2773,3239
7,But so far Republicans in Congress are refusing to do theirs—denying his nominee Judge Merrick Garland a proper nomination hearing,3411,3541
8,"""Theyd rather undermine the president and stall until after the election—when they think theyll have a shot of reclaiming the White House",3877,4014
9,"Thats not only unprecedented its also undemocratic."" ""Republicans in Congress claim theyre just waiting for a new president to give the American people a voice",4343,4502
10,"But Hillary called their bluff:"" ""On Election Day two justice will be older than 80—past the Supreme Courts average retirement age",4826,4956
11,That means the next president could appoint multiple justices,5297,5358
12,"In doing so he or she will have the power to transform the makeup of the Court for decades to come."" Why does that matter? Just look at the cases on the docket in this term alone",5645,5823
13,"As Hillary said: ""For years Republicans have been quietly and effectively using the courts to impose their aggressive agenda where legislation has failed",6083,6236
14,"Now theres a very real chance that Donald Trump—someone who believes Muslims should be banned from entering the country who wants to kick out 11 million immigrants and who thinks wages are too high—could be the person appointing Supreme Court justices an attorney general and federal judges at every level."" ""And we cant forget that Trump is far from alone when it comes to extreme rhetoric and tactics",6413,6815
15,Republicans led by Ted Cruz shut down the federal government rather than fund the Affordable Care Act in 2013,6995,7104
16,They nearly shut down the government again last fall over Planned Parenthood,7440,7516
17,And they did so with the blessing of their leader in the Senate Mitch McConnell who publicly stated that his and his partys No,7834,7960
18,"1 goal was to ensure that President Obama would be a one-term president."" As Hillary pointed out: ""And we cant afford to let the Republicans make that call."" ",8374,8531
