,sentence,start,end
0,"""I am honored to have earned the endorsement of the Working Families Party",0,74
1,"""Working families are the engine behind our economy the heart of our democracy and the core of what makes America great",500,619
2,But today its too hard for working people to get ahead and stay ahead,1028,1097
3,"""Thats why the Working Families Party is so important",1443,1496
4,For almost two decades they have fought to make our economy fairer and our country stronger,1849,1940
5,Theyve fought to raise the minimum wage in states and cities across the country; combat climate change and create new good-paying jobs in clean energy and energy efficiency; and train and elect trailblazing progressive leaders,2233,2459
6,"""As President Ill stand with working families like I have my entire career",2776,2850
7,Well build an economy that works for everyone not just those at the top and finally make the minimum wage a living wage,3196,3315
8,Well overturn Citizens United and protect every Americans right to vote not every corporations right to buy elections,3621,3738
9,Well end the era of mass incarceration and replace the school-to-prison pipeline with a cradle-to-college and career pipeline,4096,4221
10,Well make sure every American can afford a college education and tackle our countrys student debt crisis,4595,4699
11,And well finally enact policies that support how families actually live and work today—with paid family leave affordable childcare and equal pay for women,5112,5266
12,"""Together well fight every day for working families—because we know when families are strong America is strong."" ",5761,5873
