,sentence,start,end
0,Lynnette Hardaway and Rochelle Richardson — better known as Diamond and Silk — wowed a capacity crowd for Donald Trump in Boloxi Mississippi Saturday night,0,155
1,Promoting themes of unity and togetherness Hardaway riled up the crowd that WKRG reported was 14000,587,686
2,"""In this room is unity"" Hardaway said",1067,1104
3,"""In this room we are united",1490,1517
4,"This is the United States not the divided states"" she said",1883,1941
5,"""Its time for us all to take America back because this is our country",2254,2323
6,Its imperative you get out and vote,2649,2684
7,"If you dont want to get left youve got to get right"" Hardaway said to cheers",3001,3077
8,"""We want somebody to build a wall dont we? We want somebody to bring back our jobs so we can thrive again dont we? We want somebody thats going to keep us safe dont we?"" Her biggest applause line? ""There is only one race: the human race as all of our lives matter in this room."" She added ""We finally have a candidate that realizes that and thats why its imperative you vote for Donald J",3218,3605
9,"Trump!"" The duo also joined Trump on stage at his Raleigh North Carolina rally in early December",3755,3851
10,"""How great are they!"" Trump exclaimed while the duo — known as Diamond and Silk — walked onto the stage",4149,4252
11,"""I turn on my television one night"" a hoarse Trump said ""and I see these two on television",4542,4632
12,I say they are the greatest,4979,5006
13,"They became an internet sensation."" The Republican front runner then invited Hardaway to ""do a little routine"" which she eagerly accepted",5337,5474
14,"""First of all Im glad that the media can see us"" she said",5798,5855
15,"""I want everybody to know that we stand behind Donald J",6214,6269
16,"Trump! ""We support Donald J",6633,6660
17,Trump! We endorse Donald J,7044,7070
18,"Trump"" the pair said simultaneously to wild applause",7428,7480
19,"""And this is going to be our next president of these United States! The silent majority has spoken baby! Hes going to build that wall and hes going to build it tall and its going to protect us all"" Hardaway said",7751,7962
20,"""We dont want this country to fall do we?"" she said",8313,8364
21,"""Build that wall Donald J",8766,8791
22,"Trump"" Hardaway said as she was embraced by the candidate",9193,9250
