,sentence,start,end
0,Senior United States District Judge Robert E,0,44
1,Payne today ruled in favor of Trump campaign delegates who had argued – in line with overwhelming public opinion – that RNC delegates must follow election results and that delegates cannot be stolen at the national convention,502,727
2,Delegate Beau Correll Jr,1128,1152
3,had brought the suit against the Commonwealth of Virginia hoping to reject the will of the voters but was soundly defeated,1535,1657
4,"Specifically the Court found that RNC Rule 16 which binds delegates based on their election results ""is in effect presently and that it controls the allocation and binding of delegates as to their voting at convention."" (p",1933,2155
5,"6) The Court held that the Plaintiffs ""expert testimony"" from Erling Curly Haugland was not credible lacked ""textual support"" (p.6) and that ""delegates are bound by RNC Rule 16."" (p",2413,2594
6,"7) Further the Court found that by signing the ""Declaration and Statement of Qualification"" RNC delegates are bound by RNC Rule 16(c)(2) (p",2896,3035
7,10) and that this Declaration obligated Correll to vote in accordance with Republican Party rules and Virginias election results,3367,3495
8,(p,3901,3903
9,"46) Trump Campaign Attorney and former FEC Chairman Don McGahn issued the following statement: ""The court has confirmed what we have said all along: Rule 16 is in effect and thus delegates including Correll are bound to vote in accordance with the election results",4226,4490
10,The court did not buy what Curly Haugland was selling and noted that his testimony has no support in the rules text and was contradicted by his own book Unbound,4733,4893
11,"This case puts his unbound theory to rest and is a fatal blow to the Anti-Trump agitators."" ",5306,5397
