,sentence,start,end
0,"A very busy day with two incredible women ""I love my job because every day is different",0,87
1,"As the digital director for Hillary Clintons campaign in South Carolina my job can mean a lot of different things—from creating and maintaining the campaigns online presence in the state to also spending my days on the trail talking directly to voters volunteers and working with elected officials and celebrities who campaign for Hillary."" But this Wednesday was particularly special",490,874
2,At 6 a.m,1145,1153
3,I found myself climbing into my car to pick up Vivica A,1531,1586
4,Fox (!) for events across the state,1955,1990
5,"""During the ride to our first stop of the day Vivica and I discussed the reasons shes hitting the trail for Hillary",2302,2417
6,She talked about how important it is for us to protect all of the progress President Obama has made especially with the Affordable Care Act and the presidents work to reduce gun violence—because these issues disproportionately affect the African American community,2654,2918
7,"She also shared how much she loves Hillarys ""  which allocates $25 billion specifically for  ",3230,3320
8,"""She made it clear that shes ready to fight for Hillary and I couldnt wait to see Vivica share her passion with the people of South Carolina."" During her interview Vivica talked about her roles in the wildly successful television show Empire and the highly-anticipated movie Independence Day: Resurgence—but she also shared the reason she came to Columbia",3541,3896
9,?I am SO here to support Hillary Clinton? she told Fraendy Clervaud on Good Day Columbia,4141,4229
10," ""?We have to keep things going forward",4601,4639
11,"? And I just feel that with Secretary Clinton were going to keep going forward.?"" She also urged people to make sure their voices are heard in this election",4949,5105
12,?Make sure that you pay attention,5410,5443
13,Saturday February 27 is the day to get out and vote,5789,5840
14,? This election is so important so make sure you go vote.? Vivica then joined all of the hosts to wrap up the show and one host asked her why she chose to spend her time campaigning for Hillary,6088,6281
15,"""?Now youre a very busy lady? the host said",6531,6574
16,"?So what made you decide of all the things you have to do that you had to get behind Hillary??"" Before the host could get the whole question out Vivica was answering",6861,7026
17,"""?Because I care about my community and I care about our country",7298,7362
18,? People think that Im out in Hollywood and that I dont care about the community,7691,7771
19,Ive always been yalls favorite sister girl who cares about the community,8112,8184
20,"And so Im making sure that they have to understand especially Generation X that their vote counts.? "" ""Meanwhile Clay Middleton the South Carolina state director was spending the day with Angela Bassett",8497,8699
21,"During Vivicas TV interview I got this message from him."" Safe to say that Angela was having a pretty great time on the trail too",8979,9108
22,"""Angela and Vivica both had radio interviews scheduled so we headed to WMFV 95.3 Columbias Inspiration Station."" ""Clay texted to let me know how Angelas radio interview was going."" Clay and Angela met up with us at the South Carolina statehouse in Columbia where both women met with local officials",9322,9620
23,Angela and Vivica talked with Democratic leaders about the importance of this election,9872,9958
24,Vivica told everyone that she knew how much of our progress was at stake and she was there to help them make sure we keep a Democrat in the White House,10252,10403
25,"""And when a group of General Assembly members held a press conference to endorse Hillary Angela and Vivica stood alongside them proudly declaring that theyre on Team Hillary too."" After that we got back on the road",10628,10842
26,Vivica and I drove to Voorhees College an HBCU in Denmark,11134,11191
27,"After the event a few students came up to her and said ""Im going to vote now!"" It was incredibly encouraging to see Vivicas message resonating with students",11481,11637
28,At the same time Clay was with Angela at South Carolina State University in Orangeburg where a HUGE crowd turned out,11918,12034
29,"""Vivica and I headed to Denmark Tech a two-year technical college where she gave another great speech about all of the ways Hillarys policies will break down barriers for African Americans."" And after Angela finished rallying students at Claflin University in Orangeburg Clay told me she got the chance to meet up with some of Delta sorors! Then without missing a beat Vivica and I headed to the young professionals happy hour in Columbia while Angela and Clay made their way to one in Charleston",12169,12665
30,"""By the time we arrived at Kaminskys a bar in Columbia Vivica was more enthusiastic than ever."" The bar was packed—there must have been at least 150 people there throughout the night",12758,12940
31,Vivica took photos with every single person who asked—but not before reminding them to make sure their voices are heard by heading to the polls on February 27 and supporting Hillary,13201,13382
32,Clay sent me updates throughout the night on the happy hour Angela was hosting in Charleston,13669,13761
33,"""In the car on our way back to her hotel all Vivica could talk about were the events shed be doing the next day",14051,14162
34,"I assumed shed be exhausted—shed had a crazy day on the trail! But she was totally ready to get back out there and keep fighting for Hillary."" ""?I was so moved by the students who came out and were engaged? she said",14373,14588
35,"?It really means a lot to me that Im taking part in electing Hillary Clinton.? She talked about how important HBCU organizing is to her because she knows that Hillary will make sure all of the students she talked to will have a better life."" Vivica and I said our goodbyes for the night after a long day on the road",14708,15023
36,When I got home Clay sent me this video of two little girls coming to say hi to Angela,15187,15273
37,One of them complimented her on her Hillary button—and Angela gave it to her,15556,15632
38, n This entire day meant so much to me and the South Carolina team,15943,16008
39,Vivica A,16384,16392
40,Fox and Angela Bassett spent their time with us because they believe that Hillary Clinton will make it possible for everyone we met to live up to their God-given potential,16788,16959
