,sentence,start,end
0,Thank you,0,9
1,In 18 days we are going to win the state of Pennsylvania and we are going to win the White House,406,502
2,But you have to vote on November 8th,899,935
3,"""Our opponents have spent more money than ever before in the history of campaigns – raised from special interests – and yet we are leading in the polls from Rasmussen LA Times and Investors Business Daily."" Together we are going to deliver real change that puts America First",1248,1523
4,We are going to renegotiate our terrible trade deals end illegal immigration stop the massive inflow of refugees reduce surging crime cut taxes and regulations end Common Core and repeal and replace the disaster known as Obamacare,1725,1955
5,"""Your jobs will come back under a Trump Administration",2284,2338
6,Your incomes will go up under a Trump Administration,2746,2798
7,Your taxes will go way down under a Trump Administration,3196,3252
8,"Your companies wont be leaving Pennsylvania under a Trump Administration."" We are also going to rebuild our badly depleted military",3600,3731
9,"""Our Navy is the smallest its been since World War I",4072,4124
10,My plan will build the 350 ship Navy we need,4497,4541
11,This will be the largest effort at rebuilding our military since Ronald Reagan and it will require a truly national effort,4866,4988
12,The Philadelphia Navy Yard is a perfect example,5320,5367
13,"I will instruct my Secretary of the Navy to study locations like Philadelphia with a long history of service to our military and proximity to vibrant private industry and find ways to involve them in this national effort."" ""As our fleet is rebuilt well need to invest in recruiting the skilled American craftsmen we need like welders and pipe fitters and so much more."" ""We will establish centers of excellence in places like Philadelphia and Portsmouth New Hampshire and Hampton Roads in Virginia to produce the master craftsmen we need to rebuild our Fleet."" We will rebuild our navy and we will do it with American steel made right here in Pennsylvania",5451,6106
14,As part of our plan for bold change to make your life better we will also rebuild our massively depleted infrastructure,6151,6270
15,"""Obama-Clinton doubled the national debt in 8 years – but instead of rebuilding America the money was all lost and Americas infrastructure is like that of a third-world country."" ""Were also spending $6 trillion dollars in the Middle East with nothing to show for it."" Imagine if we had spent this money rebuilding the inner cities of Philadelphia",6487,6833
16,"""Instead we spent trillions on foreign countries and left our own to crumble",7077,7153
17,We defend other countries borders invest in their resources but abandon our own,7533,7612
18,The plan I am proposing targets substantial new investment here at home to fix Americas transportation drinking water and other vital infrastructure,7974,8122
19,"This can be achieved through a focus on public-private partnerships proven financing programs and tax credits that incentivize companies to make major job-and-wealth producing investments in the local economy."" This means help for projects like the Pennsylvania Turnpike as well as the Pennsylvania portion of the Appalachian Highway System",8404,8744
20,"My plan will also help Pennsylvania upgrade or replace bridges in the Commonwealth that have been deemed ""structurally deficient."" We are also going to unleash the power of American energy right here in Pennsylvania – shale oil natural gas and clean coal",8938,9192
21,We are putting Pennsylvania back to work and we are putting the special interests out of work,9454,9547
22,We are going to renegotiate NAFTA stop the TPP and stand up to foreign product dumping and currency manipulation,9876,9988
23,Your city has lost one-third of its manufacturing jobs since Bill Clinton signed NAFTA – a deal supported by Hillary Clinton,10312,10436
24,70000 factories have shut down or left the United States since China entered the World Trade Organization,10772,10877
25,"Just a few miles from here theres a very famous bridge that says: ""Trenton Makes The World Takes."" Under a Trump Administration I can promise you: we are going to start making things in America again – and we are going to start making things in Pennsylvania again",11118,11381
26,Your products will be sent around the world not your jobs,11630,11687
27,Hillary is controlled by special interests who want to ship your jobs to other countries,12037,12125
28,"""Shes the most corrupt person ever to run for President."" She bleached and deleted 33000 emails – after a Congressional subpoena – lied under oath to Congress lied to the FBI obstructed justice made 13 phones disappear – some with a hammer – and now we learn 2 boxes of evidence have mysteriously gone missing",12353,12662
29,"""Now from WikiLeaks weve just learned she tried to get $12 million dollars from the King of Morocco for an appearance – more pay-for-play."" That is why I am proposing a package of ethics reforms to make our government honest once again",12802,13037
30,"""Its time to drain the swamp in Washington D.C."" One new proposal I am outlining today will help us put the corrupt regulation industry out of business",13261,13412
31,I will work with Congress to require that for every 1 new regulation 2 old regulations must be eliminated,13710,13815
32,"""Were losing $2 trillion dollars in economic activity a year to regulations – the only people getting rich are the lobbyists lawyers and special interests."" I am also going to push for a constitutional amendment to impose term limits on all members of Congress",14072,14332
33,Not only will we end government corruption but we will end economic stagnation,14603,14681
34,My plan lowers our business tax from 35 percent to 15 percent,15044,15105
35,We are also going to rebuild our inner cities,15477,15522
36,African-Americans and Hispanics living in the inner cities are suffering,15891,15963
37,The violence is unbearable,16339,16365
38,You walk to the store with your child and you get shot,16734,16788
39,There is no education there are no jobs there is no safety,17137,17195
40,Nearly 3500 people have been shot in Chicago since the beginning of the year,17522,17598
41,"""Homicides are up nearly 50% in Washington D.C",17943,17989
42,and more than 60% in Baltimore,18351,18381
43,"And its getting worse."" To the African-American and Hispanic voters suffering I say: what do you have to lose? Vote for Donald Trump",18703,18835
44,I will fix it,19166,19179
45,We will take care of our inner cities and we will bring safety prosperity and security to the people of Philadelphia,19505,19621
46,We will be a rich nation once again,19924,19959
47,But to be a rich country we must also be a safe country,20290,20345
48,National security begins at the border,20702,20740
49,"Speaking in secret to a foreign bank Hillary Clinton said her dream is for totally ""open trade and open borders."" ""Hillarys plan includes an open border with the Middle East – meaning generations of radicalism and terrorism spreading and growing within our shores."" She even wants a 550% increase in Syrian refugees",21002,21317
50,"""So let me state this as clearly as I can",21565,21606
51,"If Im elected President I am going to keep Radical Islamic Terrorists out of our country."" We will also stop the crisis of illegal immigration",21930,22072
52,A Trump Administration will secure and defend our borders,22389,22446
53,And yes we will build a wall,22822,22850
54,We have the first-ever endorsement from our ICE and Border Patrol officers,23216,23290
55,It was just reported that a man deported from our country 10 times in six years has been charged with raping a 12-year old girl,23592,23719
56,In August Texas Police arrested a serial illegal immigrant rapist who had been deported five times one victim included a 68 year-old woman with a cane who took his offer to drive her home,23968,24155
57,He left her on the side of a dirt road,24430,24468
58,A 64 year-old Air Force Veteran Marilyn Pharis was raped and beaten to death with a hammer by a repeat-offending criminal illegal immigrant who should have been deported – but never was,24743,24928
59,"""If Im elected we will impose tough new mandatory minimum federal prison sentences for anyone who illegally re-enters the country after previously being deported",25211,25372
60,"And we will swiftly remove and deport all criminal aliens from this country and dismantle the gangs and cartels preying on our citizens."" Either we win this election or we lose the country",25668,25856
61,A victory in November will be a victory for you the American people,26146,26213
62,Here are some of the amazing things we are going to do for our country starting in 2017: We are going to have the biggest tax cut since Ronald Reagan; eliminate every unnecessary job-killing regulation; defend religious liberty; provide school choice to every low-income child in America and we are going to end Common Core; support the men and women of law enforcement; save the 2nd amendment; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States,26354,26855
63,For the next 18 days you have to get every last person you know out to the voting booths,26987,27075
64,This is our one magnificent chance to reclaim our country for We The People,27383,27458
65,I am going to fight for every citizen of every background from every stretch of this nation,27768,27859
66,"""Im going to fight for every child living in poverty."" ""Im going to fight for every mom who lost her child to illegal immigration and drugs and gang violence."" ""Im going to fight for every community whose jobs and factories have been ripped out of states like Pennsylvania and shipped to other countries."" ""Im going to fight for every person in this country who believes government should serve the people – not the donors and special interests."" And I am going to fight to bring us all together as Americans",27978,28486
67,Imagine what our country could accomplish if we started working together as One People under One God saluting One American Flag,28594,28721
68,"""Youre going to look back at this rally for the rest of your life",29035,29100
