,sentence,start,end
0,Today Donald J,0,14
1,Trump was endorsed by former USAF Colonel and retired senior intelligence and political-military affairs officer Jim Waurishuk highly decorated retired Senior CIA Operations Officer Gary Bernsten and National Gold Star Mother Susan Price,502,739
2,Mr,1227,1229
3,"Trump says ""I am proud to be endorsed by such accomplished and well-respected military experts",1680,1774
4,Additionally to be endorsed by a Gold Star mother is such a wonderful honor,2149,2224
5,Homeland security and strengthening our military are two of the most important issues and cornerstones of my campaign,2565,2682
6,"Jim and Garys support is so important to me and Susan is an incredible person and with their help we will win Florida and Make America Great Again!"" Waurishuk is extremely well respected in the security community and an expert on national security with specific expertise in strategic engagement and policy and unconventional and asymmetric warfare",2890,3238
7,He has served as Deputy Director for Intelligence for U.S,3520,3577
8,Central Command (USCENTCOM) during the peak years (2004-07) of the wars in Afghanistan Iraq and the War on Terrorism,3971,4087
9,He is a former White House National Security Council staffer and former Distinguished Senior Fellow at the Atlantic Council Washington DC,4459,4596
10,"""Additionally Colonel Waurishuk served combat and combat-support tours in Grenada Panama Bosnia Lebanon Afghanistan and Iraq as well as on numerous special operations and intelligence contingency missions and operations Colonel Waurishuk is an in-resident graduate of both DIAs and CIAs National Senior Intelligence Officer programs the USAF and the Armed Forces Command and Staff Colleges a War College Senior Fellow and the Office of the Secretary of Defense Executive Leadership Development Program."" Gary Berntsen is a highly decorated retired Senior CIA Operations Officer and Chief of Station",4752,5350
11,"He is the bestselling author of  ""where he chronicles his leading role in the response to the September 11th attacks",5492,5607
12,In that role Berntsen led CIA Paramilitary Operations in Eastern Afghanistan on the Shomali Plains Talaqan and Tora Bora where 135 CIA Officers and 350 Special Forces personnel led indigenous forces to defeat 70000 Taliban and 5000 Al Qaeda fighters,5881,6130
13,Mr,6479,6481
14,Berntsen is the recipient of the CIAs Distinguished Intelligence Medal and Intelligence Star,6903,6995
15,Mr,7416,7418
16,"Berntsen is the author of several other books and is a frequent guest commentator on National Security and Counter terrorism on Fox News CNN Newsmax and other media outlets."" ""Susan Price resident of Hillsborough County is a National Gold Star Mother",7758,8008
17,She is an Army Veteran and the daughter of a Marine,8288,8339
18,She is also the mother of a fallen Marine hero Gunnery Sgt,8684,8742
19,Aaron M,9112,9119
20,Kenefick USMC,9519,9532
21,Aaron was killed in action on September 8 2009 in Kunar Province Afghanistan,9903,9979
22,Susan is a Veterans advocate and a national voice,10360,10409
23,She has appeared on 60 Minutes and other national media in television newspaper and radio,10830,10919
24,"Susan has dedicated herself in the name of her son to protect Americas legacy."" ",11340,11419
