,sentence,start,end
0,"""My hope is that my daughter will not have to dream of being the first anything."" Dear Mrs",0,90
1,Clinton My daughter Alexis is 8 years old,503,544
2,She was born in 2008 to a white mother and African American father the same year we elected a strong president who looks like her.? In this election Alexis is looking forward to another strong president that also looks like her,914,1141
3,Alexis is a BIG Hillary Clinton supporter,1440,1481
4,Although she does not understand all that is at stake during this election  When my husband was growing up his dream was to be the first black president,1814,1965
5,Although his aspirations went a different direction I saw the pride in him when this became a reality for President Obama,2247,2368
6,He accomplished the hopes and dreams of MILLIONS of Americans,2695,2756
7,You have this same opportunity,3140,3170
8,My hope is that my daughter will not have to dream of being the first anything because that road will have already been paved by strong women like you,3538,3688
9, Good luck and keep up the fight for us all!!! —Heather Henderson Illinois ,4104,4177
