,sentence,start,end
0,Thank you all so much,0,21
1,What an honor and a privilege to speak today to the American Legion,452,519
2,I thank Commander Dale Barnett your vice commanders and your constitutional officers,950,1034
3,You have all done such an incredible job,1465,1505
4,The men and women of the American Legion represent the best of America,1906,1976
5,Strength courage selfless devotion,2371,2405
6,Your organization and its members have done so much to defend our country our flag and to advance the cause of Americanism – not Globalism,2733,2871
7,We are in your debt,3195,3214
8,I will never let you down,3571,3596
9,"""Together we are going to work on so many shared goals",3926,3980
10,"But I want to begin by discussing one goal that I know is so important to all of you: promoting American pride and patriotism in Americas schools."" ""In A Trump Administration I plan to work directly with the American Legion to uphold our common values and to help ensure they are taught to Americas children",4203,4510
11,"We want our kids to learn the incredible achievements of Americas history its institutions and its heroes."" We will stop apologizing for America and we will start celebrating America",4699,4881
12,We will be united by our common culture values and principles – becoming One American Nation,5206,5298
13,One country under one constitution saluting one American Flag,5671,5732
14,The flag all of you helped to protect and preserve,6105,6155
15,That flag deserves respect and I will work with American Legion to help to strengthen respect for our flag – and by the way we want young Americans to recite the Pledge of Allegiance,6445,6627
16,In addition to teaching respect for the flag we also have to make sure we give our military the tools they need to defend that flag and to deter violence and aggression from our foreign adversaries,6827,7024
17,We will rebuild our depleted military and pursue a state-of-the-art missile defense,7304,7387
18,We will do it based on those three famous words: Peace Through Strength,7763,7834
19,We will make sure our soldiers sailors airmen and marines have the best equipment training and tools in the world – and we will ensure that they have the best medical care in the world both in service and when they return home as civilians,8090,8329
20,That will require a total reform of the Veterans Administration,8587,8650
21,"""Ive laid out a ten-step VA reform plan you can review on my website",8992,9060
22,"Here are the basics:"" I will appoint a Secretary of Veterans Affairs whose personal mission will be to clean up the VA",9372,9490
23,"""The Secretarys sole mandate will be to serve our veterans – not bureaucrats not politicians but veterans."" I am going to use every lawful authority to remove and discipline anyone who fails our veterans or breaches the public trust",9740,9972
24,I will appoint a commission to investigate all the wrongdoing at the VA and then present those findings to Congress as the basis for reforming the entire system,10213,10373
25,We are going to ensure every veteran in America gets timely access to top-quality care including the best care in the world for our female veterans,10646,10793
26,The Veterans health system will remain a public system because it is a public trust,11099,11182
27,But never again will we allow any veteran to suffer or die waiting for care,11501,11576
28,That means Veterans will have the right to go to a VA facility or the right to see a private doctor or clinic of their choice – whatever is fastest and best for the veteran,11822,11994
29,The Veteran will be in control,12263,12293
30,Should I have the honor of serving as president we are also going to start facing the world with confidence again,12607,12720
31,We are going to uphold the laws of the nation and defend our sovereignty and security – and our border,12999,13101
32,I just came back from a great meeting with the President of Mexico where I expressed my deep respect for the people of his country and for the tremendous contributions of Mexican-Americans in our country – including to our Armed Services,13331,13568
33,I want to again thank him for his gracious hospitality and express my belief that we can work together to accomplish great things for both of our countries,13803,13958
34,We agreed in the meeting on the need to stop the illegal flow of guns drugs cash and people across the border and to take out the cartels,14207,14344
35,We also talked about the importance of working to keep jobs and wealth in our hemisphere,14627,14715
36,A more prosperous Mexico means fewer illegal border crossings and a better market for products made in the United States,15022,15142
37,When I am President I am going to look at every trade deal we have across the world and see what steps must be taken to protect American jobs and create new opportunities for American workers,15390,15581
38,We will fight for every last American job,15863,15904
39,"""Were going to show ourselves and the world again what a strong and growing American economy looks like."" We are going to give major tax relief to every worker and small business in this country bring thousands of new companies and millions of new jobs back to our shores – and unleash an American Energy Revolution",16137,16452
40,We will also be appointing justices who will defend our Constitution,16688,16756
41,I will nominate men and women to the court who meet the high standard of Antonin Scalia judges who have the wisdom and integrity to follow the law and not just make it up,17046,17216
42,Above all these next four years I will be uncompromising in the defense of the United States and our friends and allies,17460,17579
43,We are going to end the era of nation-building and create a new foreign policy – joined by our partners in the Middle East – that is focused on destroying ISIS and Radical Islamic Terrorism,17820,18009
44,We will extend the hand of friendship to any nation that will work with us in good faith on this vital mission,18250,18360
45,At the same time we will change our immigration screening procedures to help keep terrorists and extremists out of our country,18668,18794
46,That includes stopping the influx of Syrian refugees,19125,19177
47,My opponent wants a 550% increase,19543,19576
48,I on the other hand want to build a safe zone overseas – and use the money saved to invest in America,19898,19999
49,It is time to create a New American Future – for you your children and all American children yet to come,20261,20365
50,In this future we will have an honest government – and that includes an honest State Department not Pay-For-Play,20668,20780
51,Government access and favors will no longer be for sale and important email records will no longer be deleted and digitally bleached,21096,21228
52,We will also have an efficient and responsible federal budget – no more waste no more throwing away taxpayer dollars,21545,21661
53,Once more we will have a government of by and for the people,21991,22051
54,It will be an inclusive society one that offers hope and opportunity to every part of this country – including our inner cities,22363,22490
55,We will ensure that every child in this land including African-American and Hispanic child is put on the American ladder of success: a good education and a great job,22773,22938
56,We will follow the noble example of our military men and women working selflessly across all difference races and incomes and backgrounds to achieve unity and accomplish amazing things,23214,23398
57,Ladies and gentlemen of the American Legion I ask today for the honor of your vote,23704,23786
58,Working in unison we can deliver the real American change our country so desperately needs,24139,24229
59,We will make America Strong Again,24663,24696
60,We will Make America Proud Again,25130,25162
61,We will Make America Safe Again,25596,25627
62,We will Make America Great Again,26061,26093
63,Thank you and God bless,26527,26550
