,sentence,start,end
0,Today Donald J,0,14
1,Trump announced Steven Mnuchin will serve as National Finance Chairman,497,567
2,Mr,1050,1052
3,Trump is the presumptive Republican Nomination for President of the United States and is taking steps to gear up for a General Election against Democratic Nominee Hillary Clinton.Mr,1535,1716
4,Trump has self-funded his successful primary battle and will likewise be putting up substantial money toward the general election,2110,2239
5,Mr,2672,2674
6,"Trump stated ""Steven is a professional at the highest level with an extensive and very successful financial background",3129,3247
7,"He brings unprecedented experience and expertise to a fundraising operation that will benefit the Republican Party and ultimately defeat Hillary Clinton."" National Finance Chairman Steven Mnuchin is Chairman and CEO of Dune Capital Management LP a private investment firm",3575,3846
8,He is also Chairman of Dune Entertainment Partners LLC,4175,4229
9,From 2009-2015 he was Founder Chairman and CEO of OneWest Bank Group LLC a bank holding company he owned with a consortium of private investors,4576,4719
10,The bank merger was the first transaction over 50 billion dollars post the financial crisis,5042,5133
11,He also previously held a position as a partner at Goldman Sachs and has a B.A,5473,5551
12,from Yale University,5942,5962
13,Steven has previously worked with Mr,6379,6415
14,Trump in a business capacity and brings his expertise in finance to what will be an extremely successful fundraising operation for the Republican Party,6764,6915
15,"Steven Mnuchin stated ""Its a great privilege to be working with Mr",7261,7327
16,"Trump to create a world class finance organization to support the campaign in the General Election."" Mr",7690,7793
17,Trump is gearing up to defeat Hillary Clinton in the general election,8244,8313
18,The most recent Rasmussen poll indicated Mr,8764,8807
19,Trump has an edge over the former Secretary of State,9258,9310
