,sentence,start,end
0,Thank you everybody thank you,0,29
1,Wow,389,392
2,These crowds,752,764
3," n ""These crowds are terrific",1124,1152
4,Thank you very much,1512,1531
5,In six days we are going to win the great state of Florida,1891,1949
6,And we are going to win back the White House,2309,2353
7,That will happen,2687,2703
8,But you have to get out you have to vote we have to get out there,2996,3061
9,"We dont want to blow it.n"" ""That I can tell you because we have worked very hard all of us you me everybody",3325,3432
10,And its very historic whats happening,3726,3763
11,Id like to begin today by thanking all of you for joining me,4084,4144
12,This has been an incredible journey and weve all done it together,4455,4520
13,Were almost at the end,4859,4881
14,""" n ""But were really at the end of the beginning if you think about it",5219,5289
15,Arent we? The end of the beginning,5628,5662
16,"Our magnificent history movement has surprised the world and defied expectations at every single turn.n"" ""And now next Tuesday we will have one last glorious surprise for the pundits the politicians and the special interests and return the power back to the people",5956,6220
17,Its going to happen,6499,6518
18,""" n ""Its going to happen",6879,6903
19,Its been the honor of my life share this journey with you it has absolutely been,7228,7308
20,""" n ""There are two people however who I did not really get to share this with but who are in my thoughts often",7566,7676
21,And thats my mother and my father great people,7964,8010
22,""" n ""I had great parents",8330,8354
23,Great parents,8689,8702
24,I know theyre up there watching I just felt that nice breeze,9021,9081
25,"Its hot but I just felt that nice breeze "" n ""So theyre helping us out",9372,9442
26,And I just want to say thank you to both of them,9725,9773
27,Special special people,10078,10100
28,Ive had a great life and now I want to give back to the country that I love,10384,10459
29,"Its time we have to we have to give back folks "" n ""Ive seen how the career of politicians the big donors and the special interests have bled this country dry and stripped our middle class and stripped our companies of its jobs and its wealth",10657,10899
30,"But were just six days away from delivering justice for every forgotten man woman and child in this country"" n ""Justice for every child trapped in poverty in the inner cities for every family thats born—and you know that theyve been born into a situation in some case; they cant get out of it",11036,11328
31,Were going to get them out of it,11546,11578
32,"Were going to get them out of it.n"" ""We have endless wars",11907,11964
33,Every communitys hopes and dreams have been shattered and were not going to let that happen,12263,12354
34,Our inner cities are going to come back and theyre going to come back strong and your going to see what I mean,12645,12755
35,""" n ""And the African-American community and the Hispanic community are really understanding whats going on and you see that right now",13036,13169
36,"You see that right now in whats happening at the polls.n"" ""Were winning in Florida were winning in Ohio were winning in Iowa in North Carolina",13454,13596
37,Were doing great in Pennsylvania,13921,13953
38,A lot of people are saying Pennsylvanias looking very good,14325,14383
39,"So many different places.n"" We just got a poll with three up in Virginia",14719,14791
40," n ""But we are seriously up in Florida",15148,15185
41,"Thats very important "" n And I will never ever let you down",15532,15591
42,Real change begins immediately with repealing and replacing Obamacare a disaster,15926,16006
43, n A disaster,16370,16382
44," n ""It is a disaster",16755,16774
