,sentence,start,end
0,Today Donald J,0,14
1,Trump unveiled the latest campaign ad attacking Floridas no-show Senator Marco Rubio to begin airing in Rubios home state of Florida leading up to next weeks winner-take-all primary,482,663
2,The latest polls show Mr,1131,1155
3,Trump with a significant lead in Florida including the recently released Monmouth survey showing Mr,1589,1688
4,"Trump with 38% support."" Mr",2084,2111
5,"Trump stated ""Lightweight Senator Marco Rubio is a dishonest person",2505,2572
6,He has cheated with credit cards and does favors for lobbyists,2936,2998
7,In my opinion he is a total crook and I am doing the people of Florida a great favor by further exposing him,3316,3424
8,In addition to everything else he is an absentee Senator with one of the worst voting records in the history of the United States Senate instead preferring to spend his time begging for campaign contributions,3665,3873
9,He takes his orders from the Republican establishment and Super PACs who are spending millions of dollars to keep their puppet alive and well so he will continue to do what they say,4130,4311
10,Former Prosecutor and now Governor of New Jersey Chris Christie exposed him on the debate stage for being what he is - a choke artist,4557,4690
11,"We are now going a step further."" Marco Rubio has violated numerous campaign promises including on amnesty betraying every Florida voter",4994,5130
12,"Rubio is well-known in Washington as nothing more than a ""yes-man"" for his corporate benefactors",5454,5550
13,A vote for Rubio is a vote to put Rubios donors in charge of the country,5908,5980
14,A close investigation of Senator Rubios friends and finances will reveal that he is one of the most corrupt politicians in Washington D.C,6414,6551
15,"The ad titled ""Corrupt Marco"" can be viewed here: ",7001,7050
