,sentence,start,end
0,Today Donald J,0,14
1,Trump for President Inc,479,502
2,is proud to announce the Louisiana Leadership Team chaired by Jay Batt of New Orleans and co-chairs Tim Breaux of Lafayette and Wayne Ryan of Alexandria,967,1119
3,The Trump Campaign announced State Director Ryan Lambert in December shortly after qualifying to be on the ballot for the March 5th Louisiana Presidential Preference Primary,1536,1709
4,n nMr,2086,2091
5,"Trump said ""We already have tremendous grassroots support across the state of Louisiana and with the help of Ryan and our Leadership team we will continue to build a top-tier operation",2440,2624
6,"I look forward to visiting soon and sharing my vision to Make America Great Again!"" Jay Batt currently serves as Chairman of the Allstate Sugar Bowl and previously served as President of the Sugar Bowl Committee New Orleans Parish Council Member owner and operator of multiple businesses nationwide and deputy chairman of the Republican state central committee among other accomplishments",2794,3182
7,"nLouisiana State Director Ryan Lambert said ""We are pleased to announce the Trump Campaigns Louisiana Leadership Team",3436,3553
8,Each member brings a long history of community involvement and will be an integral part of ensuring Mr,3922,4024
9,Trumps message is received by every voter in our great state,4466,4526
10,"We will continue to build momentum in Louisiana and our additions will allow us to build an operation rivaled by none."" ",4996,5115
