,sentence,start,end
0,"""Come along in Iowa while I tell them why shell be the best president."" ""President Bill Clinton took over Hillarys Snapchat yesterday and shared a behind-the-scenes look at the excitement on the ground in the final days before the Iowa caucus—as only he can",0,257
1,""" For the first event of the day President Clinton set off for Fairfield Iowa",611,688
2, In Fairfield he rallied a huge crowd with stories from when he first met Hillary,1013,1093
3, Shaking hands with everyone can be slow going,1426,1471
4, On the way out of Fairfield President Clinton stopped for coffee ..,1817,1884
5, ..,2248,2250
6,and then made his way to Muscatine,2624,2658
7, And kept making his way to Muscatine ..,3012,3051
8, ..,3416,3418
9,for quite some time,3788,3807
10, With so much free time in the car President Clinton decided to share some of his favorite facts about Hillary,4126,4235
11,n n n The long drive was worth it: The crowd in Muscatine was very excited to see him,4524,4609
12, Shaking hands after the speech President Clinton saw a young woman holding a saxophone and had to get a picture with her,4889,5009
13, Then he headed to Davenport to reunite with Hillary,5333,5384
14, Backstage he watched as Hillary told an excited crowd about her vision for America,5724,5806
15," ""She is the best change-maker I have ever known"" he said in his last rally of the day",6111,6196
16,"""And with your help and your caucus voices you can make her the next president of the United States."" After Hillary was done giving her speech President Clinton sent his last ""snap"" of the day",6574,6766
