,sentence,start,end
0,Today Donald J,0,14
1,Trump announced that he has hired Kellyanne Conway veteran pollster and strategist to join his senior campaign team,493,608
2,In addition Karen Giorno has joined the national campaign team as a senior political advisor,1087,1179
3,Kellyanne Conway is Founder and President of the polling company inc,1637,1705
4,& WomanTrend and has more than two decades of survey research experience for political non-profit and commercial clients,2087,2207
5,Kellyanne will serve as senior advisor to the campaign chairman Paul Manafort and a member of the national polling team being led by Tony Fabrizio,2539,2685
6,"""Kellyanne Conway has worked with dozens of House and Senate candidates",3041,3112
7,Most recently Kellyanne was President of Keep the Promise I a PAC in support of Sen,3473,3556
8,Ted Cruzs presidential campaign,3953,3984
9,"She is widely regarded as an expert on female consumers and female voters."" Mr",4374,4452
10,"Trump stated ""Kellyanne is a tremendous asset to our rapidly-expanding campaign team",4790,4874
11,She is a data and messaging expert and terrific on TV,5233,5286
12,"It is great to have her on board."" Karen Giorno has expanded her role on the Trump Campaign and will serve on the national team as a Senior Advisor and Florida Chief Strategist",5579,5755
13,She was hired in October to lead Florida as the State Director and was promoted to Southeast Regional Political Director overseeing 11 states after winning the Florida primary on March 15th,6013,6202
14,Her national role will include developing and executing the general election strategy for Florida and working with the national political director,6529,6675
15,Karen is a Political and External Affairs consultant with 25 years experience in political communications public relations & Issue Advocacy organizational management and presidential advance operations,7042,7243
16,On Karens advancement Mr,7641,7665
17,"Trump said ""Karen is a valuable asset to my team and a consummate professional",8068,8146
18,"She has done a tremendous job for me in Florida in the primary which I won in a landslide and I am certain we will win Florida again in the general election."" ",8587,8745
