,sentence,start,end
0,"""Bill and I offer our sincerest condolences to the devotees of his Holiness Pramukh Swami Maharaj and the BAPS Swaminarayan Sanstha worldwide",0,141
1,"""Pramukh Swami didnt just teach virtues – he lived them every day",581,646
2,Thats what made him a Guru to millions of devotees around the world,1074,1141
3,From the Akshardham Mandir in New Jersey to the countless temples that he blessed in the United States Pramukh Swami built a global faith and community founded on Vedic values,1437,1612
4,"""Bill was fortunate enough to visit with his Holiness both here in the United States and at the Akshardham Mandir in Gujarat",1887,2011
5,In meeting many of his followers Ive been touched by his wisdom as well,2325,2396
6,"""Pramukh Swamis deep sense of devotion led him to spend his life revitalizing communities in need",2731,2828
7,His worship of karma inspired him to promote peace and justice in India America and all around the world,3151,3255
8,His example helped his followers find more harmony – both with others and within themselves,3679,3770
9,And we hope that humanity will build upon his legacy for generations to come,4199,4275
