,sentence,start,end
0,"""Wow",0,4
1,Thank you,378,387
2,"Thats a lot of people Phoenix thats a lot of people.n"" Thank you very much.n Thank you Phoenix",761,855
3,I am so glad to be back in Arizona.n The state that has a very very special place in my heart,1229,1322
4,"I love people of Arizona and together we are going to win the White House in November.n ""Now you know this is where it all began for me",1598,1733
5,Remember that massive crowd also,2025,2057
6,So I said lets go and have some fun tonight,2397,2440
7,"Were going to Arizona OK?n"" ""This will be a little bit different",2760,2824
8,This wont be a rally speech per se,3174,3208
9,"Instead Im going to deliver a detailed policy address on one of the greatest challenges facing our country today illegal immigration.n"" ""Ive just landed having returned from a very important and special meeting with the President of Mexico a man I like and respect very much",3486,3760
10,"And a man who truly loves his country Mexico.n"" And by the way just like I am a man who loves my country the United States.n We agree on the importance of ending the illegal flow of drugs cash guns and people across our border and to put the cartels out of business.n ""We also discussed the great contributions of Mexican-American citizens to our two countries my love for the people of Mexico and the leadership and friendship between Mexico and the United States",3809,4273
11,It was a thoughtful and substantive conversation and it will go on for awhile,4438,4515
12,And in the end were all going to win,4857,4893
13,"Both countries were all going to win.n"" ""This is the first of what I expect will be many many conversations",5207,5314
14,And in a Trump administration were going to go about creating a new relationship between our two countries but its going to be a fair relationship,5590,5736
15,"We want fairness.n"" But to fix our immigration system we must change our leadership in Washington and we must change it quickly.n ""Sadly sadly there is no other way",6018,6182
16,The truth is our immigration system is worse than anybody ever realized,6497,6568
17,But the facts arent known because the media wont report on them,6918,6981
18,The politicians wont talk about them and the special interests spend a lot of money trying to cover them up because they are making an absolute fortune,7287,7438
19,"Thats the way it is.n"" ""Today on a very complicated and very difficult subject you will get the truth",7731,7832
20,The fundamental problem with the immigration system in our country is that it serves the needs of wealthy donors political activists and powerful powerful politicians,8150,8316
21,Its all you can do,8662,8680
22,Thank you,9098,9107
23,"Thank you.n"" ""Let me tell you who it does not serve",9515,9566
24,It does not serve you the American people,9960,10001
25,Doesnt serve you,10427,10443
26,When politicians talk about immigration reform they usually mean the following amnesty open borders lower wages,10824,10935
27,Immigration reform should mean something else entirely,11320,11374
28,"It should mean improvements to our laws and policies to make life better for American citizens.n"" ""Thank you",11766,11874
29,But if were going to make our immigration system work then we have to be prepared to talk honestly and without fear about these important and very sensitive issues,12177,12340
30,"For instance we have to listen to the concerns that working people our forgotten working people have over the record pace of immigration and its impact on their jobs wages housing schools tax bills and general living conditions.n"" ""These are valid concerns expressed by decent and patriotic citizens from all backgrounds all over",12552,12881
31,We also have to be honest about the fact that not everyone who seeks to join our country will be able to successfully assimilate,13101,13229
32,Sometimes its just not going to work out,13551,13591
33,"Its our right as a sovereign nation to chose immigrants that we think are the likeliest to thrive and flourish and love us.n"" Then there is the issue of security",13906,14067
34,Countless innocent American lives have been stolen because our politicians have failed in their duty to secure our borders and enforce our laws like they have to be enforced,14333,14506
35,I have met with many of the great parents who lost their children to sanctuary cities and open borders,14792,14894
36,So many people so many many people,15214,15248
37,So sad,15626,15632
38,They will be joining me on this stage in a little while and I look forward to introducing these are amazing amazing people.n Countless Americans who have died in recent years would be alive today if not for the open border policies of this administration and the administration that causes this horrible horrible thought process called Hillary Clinton.n This includes incredible Americans like 21 year old Sarah Root,15846,16262
39,The man who killed her arrived at the border entered Federal custody and then was released into the U.S,16476,16579
40,think of it into the U.S,16949,16973
41,community under the policies of the White House Barack Obama and Hillary Clinton,17329,17409
42,Weak weak policies,17785,17803
43,"Weak and foolish policies.n ""He was released again after the crime and now hes out there at large",18155,18252
44,"Sarah had graduated from college with a 4.0 top student in her class one day before her death.n"" Also among the victims of the Obama-Clinton open borders policy was Grant Ronnebeck a 21-year-old convenience store clerk and a really good guy from Mesa Arizona",18495,18753
45,A lot of you have known about Grant.n He was murdered by an illegal immigrant gang member previously convicted of burglary who had also been released from federal custody and they knew it was going to happen again.n Another victim is Kate Steinle,18930,19176
46,Gunned down in the sanctuary city of San Francisco by an illegal immigrant deported five previous times,19454,19557
47,And they knew he was no good.n Then there is the case of 90-year-old Earl Olander who was brutally beaten and left to bleed to death in his home 90 years old and defenseless,19823,19996
48,The perpetrators were illegal immigrants with criminal records a mile long who did not meet Obama administration standards for removal,20275,20409
49,And they knew it was going to happen.n In California a 64-year-old Air Force veteran a great woman according to everybody that knew her Marilyn Pharis was sexually assaulted and beaten to death with a hammer,20696,20903
50,Her killer had been arrested on multiple occasions but was never ever deported despite the fact that everybody wanted him out.n A 2011 report from the Government Accountability Office found that illegal immigrants and other non-citizens in our prisons and jails together had around 25000 homicide arrests to their names 25000.n On top of that illegal immigration costs our country more than $113 billion dollars a year.n And this is what we get,21029,21473
51,"For the money we are going to spend on illegal immigration over the next 10 years we could provide 1 million at-risk students with a school voucher which so many people are wanting.n ""While there are many illegal immigrants in our country who are good people many many this doesnt change the fact that most illegal immigrants are lower skilled workers with less education who compete directly against vulnerable American workers and that these illegal workers draw much more out from the system than they can ever possibly pay back.n"" ""And theyre hurting a lot of our people that cannot get jobs under any circumstances.n"" ""But these facts are never reported",21387,22045
52,Instead the media and my opponent discuss one thing and only one thing the needs of people living here illegally,22101,22213
53,"In many cases by the way theyre treated better than our vets.n"" Not going to happen anymore folks",22536,22633
54,November 8th,22988,23000
55,"Not going to happen anymore.n ""The truth is the central issue is not the needs of the 11 million illegal immigrants or however many there may be -- and honestly weve been hearing that number for years",23304,23504
56,"Its always 11 million.n"" Our government has no idea",23783,23834
57,It could be 3 million,24198,24219
58,It could be 30 million,24607,24629
59,"They have no idea what the number is.n ""Frankly our government has no idea what theyre doing on many many fronts folks.n"" ""But whatever the number thats never really been the central issue",24934,25122
60,It will never be a central issue,25432,25464
61,It doesnt matter from that standpoint,25848,25885
62,"Anyone who tells you that the core issue is the needs of those living here illegally has simply spent too much time in Washington.n"" ""Only the out of touch media elites think the biggest problems facing America -- you know this this is what they talk about facing American society today is that there are 11 million illegal immigrants who dont have legal status",26108,26469
63,"And they also think the biggest thing and you know this its not nuclear and its not ISIS its not Russia its not China its global warming.n"" To all the politicians donors and special interests hear these words from me and all of you today",26583,26820
