,sentence,start,end
0,Today Donald J,0,14
1,Trump announced that he has received the endorsement of former Ted Cruz supporter and respected New Hampshire activist and entrepreneur Andrew Hemingway,447,599
2,Hemingway will play a key role in assisting the campaign as a state co-chair in New Hampshire,1032,1125
3,Mr,1527,1529
4,"Trump stated ""I love the people of New Hampshire and have made many great friends over the years",1899,1995
5,We have a great team in place the biggest crowds and continue to lead all the polls,2293,2376
6,"Andrew is a great addition and with his help we will win New Hampshire and Make America Great Again!"" ""Hemingway served as the state director for Newt Gingrichs 2012 presidential campaign and he is a former chair of the New Hampshire Republican Liberty Caucus",2619,2878
7,"He is currently the CEO of TheMountain.com a New Hampshire-based business that employs over 200 Granite Staters."" Hemingway added that ""Mr",3147,3285
8,Trump built the most robust grassroots network out of all candidates in the race,3639,3719
9,He has engaged thousands of Granite Staters who had never found a reason to participate in the past,4067,4166
10,He is earning the support of these voters with the straight-talk they have been seeking for years,4501,4598
11,Mr,4989,4991
12,Trump has the business experience and leadership abilities that the other candidates in this race lack,5376,5478
13,"We cannot afford to elect another Washington insider that promises one thing and does another."" Tonight Mr",5826,5932
14,Trump will be in Claremont New Hampshire for a rally where Mr,6344,6405
15,Hemingway will speak during the pre-program and last night Mr,6862,6923
16,Trump visited nearby Lowell Massachusetts where he hosted a record crowd of nearly 10000 people,7380,7475
