,sentence,start,end
0,"""Every year 33000 Americans die from guns",0,41
1,Thats an average of 90 per day,461,491
2,Countless others are injured,911,939
3,Too many of them are children,1359,1388
4,They are shot in small towns and in big cities,1808,1854
5,Sitting in a park with their friends.Riding the bus home from school,2256,2324
6,Watching TV in their living rooms,2694,2727
7,Working at their desks,3130,3152
8,They are our friends our neighbors our family,3555,3600
9,"""Across our country Americans are standing up and saying: enough is enough",3985,4059
10,Mothers and fathers survivors and students mayors and responsible gun owners are demanding that we put the safety of our children and our communities ahead of the interests of the gun lobby,4371,4560
11,"""As a mother and a grandmother I know nothing is more important than keeping our children safe",4843,4937
12,And I am honored to receive the endorsement of Everytown for Gun Safety including Moms Demand Action for Gun Sense in America,5255,5380
13,They are fighting every day for commonsense gun safety measures and to end the epidemic of gun violence,5694,5797
14,"""The stakes in this election could not be higher",6148,6196
15,We need leaders in Washington who will close the loopholes that let guns fall into the wrong hands and who will finally pass comprehensive background check legislation,6532,6699
16,We need leaders who will repeal the special legal immunity that the gun lobby secured for irresponsible gun makers and sellers so they are finally held accountable for their products,6977,7159
17,What we dont need are the extreme and dangerous positions of Donald Trump who has pledged to overturn President Obamas actions to strengthen background checks and mandate that every school in America allow guns in classrooms on his very first day in office,7395,7651
18,"""The gun lobby may be the most powerful lobby in Washington but I believe that the American people are more powerful still",7899,8021
19,We are stronger together,8353,8377
20,We will not be intimidated,8771,8797
21,We will not back down,9216,9237
22,"And as long as children anywhere are being killed by gun violence we will keep fighting—because their lives are precious and they deserve a president who stands up for them."" ",9656,9830
