,sentence,start,end
0,Including an extremely astute take on flying,0,44
1,"Hillary Clinton recently sat down for a candid conversation about the 2016 election with journalist Glenn Thrush on POLITICOs ""Off Message"" podcast",496,643
2,"You can listen to the whole hourlong conversation  ""—but if youre short on time check out these five key takeaways."" Thrush shared a memory from the press plane during Hillarys 2008 campaign: ""I was not a happy flier and nothing ever seemed to bother you"" he said",1003,1265
3,"""I mean we were in some really hairy situations and you would sleep your way through it."" ""That is the answer to everything"" Hillary responded",1472,1614
4,"""When youre facing a difficult issue that you absolutely cannot do anything about—in this case I cant fly the plane I cant change the weather—falling asleep youll either wake up and things will be fine or you wont",1877,2090
5,..,2402,2404
6,Its been my observation that so many people worry about things that they are either ruminating over the past which doesnt help you get the focus and energy you need to get up every day and go forward or theyre worrying about stuff that they have absolutely no control over,2651,2923
7,"So I have developed that kind of philosophy in my life over the years."" Hillary admits that campaigning is hard—and it didnt come naturally to her",3112,3258
8,"Even something as seemingly simple as using the pronoun ""I"" was an adjustment",3580,3657
9,"""Im very comfortable saying you know ?he ?she ?we"" Hillary said",4007,4070
10,"""But when I had to stand up in front of people and basically say ?Im asking for your vote Im telling you what I want to do that took years",4351,4489
11,"It absolutely took years."" But Hillary says while asking for a job is a challenge she thrives on the job when she gets it",4724,4845
12,"""I am someone who loves doing the job that I have",5118,5167
13,I would love having the job of president because I know how to do it,5460,5528
14,I know what the country needs,5837,5866
15,But the campaigning part is hard for me,6205,6244
16,"I think Ive gotten better."" ""I really believe part of what this campaign has to do is rebuild peoples faith in our national mission"" Hillary said",6536,6681
17,"""How do we get the economy to work? How do we get the government to work? How do we get our political system to work? And I feel strongly that I owe people a clear set of ideas and I want to lay those out",6881,7085
18,"""And I know that sometimes I get criticized for ?Oh my gosh there she goes with another plan",7288,7380
19,You know ?Forget the plan just you know do the rhetorical flourish,7688,7754
20,I really believe that when this is all over—and I will have won hopefully—in large measure it will be because I came out and told people ?Heres what I want to do heres how I think I can do it here are the results I believe I can get and I want you to hold me accountable for it,7960,8237
21,"I think thats what politics should be about so Im very comfortable doing that."" ""Hillarys right—she does have a lot of plans",8392,8516
22,"Explore them "" Speaking about ""mean-spirited"" Republican candidates in this election Hillary reflected: ""We can have differences",8851,8979
23,Look Im well-aware that its a contact sport,9355,9398
24,I understand that,9826,9843
25,But when it gets right down to it youve got to offer Americans your credentials because its a huge interviewing and hiring process,10217,10347
26,"And people have to decide ?What do I know about this person? Is this the person I want in the Oval Office? Is this the person I want to be both president and Commander-in-Chief? And that requires a level of dialogue and debate that is civil that does have a purpose to it other than just you know making a point."" ""I dont think any right that we have is less important than any other issue"" Hillary said",10463,10866
27,"""You know I have said repeatedly ?I am going to attack income inequality and I think I have a pretty good plan to do so",10986,11105
28,I dont just tell you what Im against,11385,11421
29,I tell you what Im for and how I would do it,11739,11783
30,"""But there are other forms of inequality",12109,12149
31,There is desperate education inequality in America and I think every kid deserves a good teacher and a good school regardless of the ZIP code that he or she lives in,12443,12608
32,Racial inequality sexual orientation inequality gender inequality,12949,13014
33,So when somebody says ?Yeah yeah its important but lets talk about the really important issues,13381,13475
34,"Dont let us get distracted from hearing the same thing weve heard now over and over again about income inequality that bothers me and I did speak out about it."" ",13902,14062
