,sentence,start,end
0,"""As Ive traveled across the country Ive met many hardworking Americans who have told me that $7.25 an hour is just not enough to support a family",0,145
1,Brave people like Maricarmen Macias a child care worker in Chicago who works 17 hours a day but struggles to support her family,550,677
2,And Lizbeth Bonilla from Las Vegas whos worked for the past 42 years caring for the elderly,975,1066
3,They deserve higher pay and the chance to get ahead and stay ahead,1377,1443
4,Thats why Im proud to stand with Fight for 15 on todays national day of action and all those marching today in New York and in cities and towns across America demanding higher wages and the right to have a voice at work,1686,1905
5,As a Senator from New York I introduced or co-sponsored legislation to raise the minimum wage and to defend the right to organize,2137,2266
6,I believe we need to raise the Federal minimum wage and I believe that states cities and workers should fight to raise it even further,2542,2676
7,I was proud to stand with Governor Cuomo when he raised the minimum wage to $15 in New York and I hope more places do the same,2928,3054
8,A higher fairer minimum wage grows the economy and lifts everyone up,3328,3396
9,I am inspired by those who march today as part of this important movement that has helped win raises for millions of Americans,3697,3823
10,They are changing our country for the better,4220,4264
11,"I stand with them I will champion their cause and I willfight for them every day as president."" ",4661,4756
