,sentence,start,end
0,Today Donald J,0,14
1,Trump received South Carolina Lieutenant Governor Henry McMasters endorsement,511,588
2,The Lt,1085,1091
3,Gov,1588,1591
4,previously served as South Carolina Attorney General South Carolina Republican Party Chairman and was the first United States Attorney appointed by President Ronald Reagan,2088,2259
5,Lt,2743,2745
6,Gov,3234,3237
7,McMaster joined Mr,3718,3736
8,"Trump at his rally in Lexington County South Carolina where there were thousands in attendance to voice his support."" Mr",4134,4254
9,"Trump stated ""Lt",4634,4650
10,Governor McMaster has a distinguished record of service to the people of South Carolina and the country and his endorsement is a great honor,4996,5136
11,Im proud to have Henry and his wife Peggy join the team,5442,5497
12,"The people of South Carolina are amazing and I continue to lead all state polls by wide double digit margins."" Lt",5814,5927
13,"Governor McMaster added ""I am delighted to support Donald Trump",6263,6326
14,He is a man of accomplishment and speaks the truth in words everyone can understand instills confidence in the people about our countrys bright future and reflects and believes in the strength and determination necessary for success,6634,6866
15,"These qualities - and his quiet compassion for those in need - are essential to ""making America great again."" Now is the time for Donald Trump."" ""The Trump Campaign continues to dominate in South Carolina with all recent polls showing Mr",7092,7329
16,Trump with substantial double digit leads in all state polls and great momentum as the February 20th primary contest approaches,7622,7749
17,Todays event in Lexington County South Carolina was attended by thousands of people,8205,8288
18,"He will return to South Carolina early next month."" ",8744,8795
