,sentence,start,end
0,Today Donald J,0,14
1,Trump announced that he has hired several staff members to expand his campaign operations and focus on the general election in November,478,613
2,Veteran political operative Jim Murphy former HR executive Lucia Castellano digital services expert Brad Parscale and former Bush Administration staffer Kevin Kellems have all taken roles with Mr,1064,1259
3,"Trumps campaign."" Mr",1623,1643
4,"Trump stated ""I continue to build a team of great people that will ensure we win in November",2020,2112
5,"I have received more votes than any Republican in the history of the party and I am confident that along with my team we will take our movement to the White House and Make America Great Again."" ""Jim Murphy will serve as Mr",2337,2559
6,Trumps National Political Director focusing on the campaigns key battleground states,2833,2917
7,Jim will work closely with the RNC to build a comprehensive political ground game for the general election,3282,3388
8,Jim has over 30 years of political campaign experience having worked in over 60 national congressional and statewide races including U.S,3748,3884
9,"Senators Gordon Humphrey and Bob Dole."" Lucia Castellano will serve as Director of Human Resources for the campaign",4248,4363
10,Lucia has developed and delivered business aligned HR programs on a domestic and global scale,4737,4830
11,She will handle day-to-day HR activities as well as provide strategic advice and guidance,5205,5294
12,"""Brad Parscale will spearhead Mr",5707,5739
13,Trumps digital team as the campaigns digital director,6159,6212
14,Brad is the co-founder of Giles-Parscale a digital media and branding company based in San Antonio Texas,6599,6703
15,"With over 20 years in the digital space Brad has served the Trump Organization in building its digital platform globally."" ""Kevin Kellems will work to build out the campaigns surrogate operations as the Director of Surrogates",7001,7226
16,Kevin brings decades of political campaign experience to Mr,7563,7622
17,Trumps operation and has worked for U.S,8042,8081
18,"Senators Richard Lugar and Dan Coats and served as a communications aide to Vice President Cheney in 2003."" The campaign has also added staff to the Communications Division to expand its research and rapid response capabilities",8411,8638
19,More hires in this department are expected to be announced as the campaign continues to grow prior to the convention in July,8920,9044
20,Donald Trump has energized millions of hard-working people across the country to support his positions on the economy jobs immigration national security education and healthcare,9384,9561
21,Winning almost 14 million votes in the Republican primary more than any Republican candidate in history Mr,10000,10106
22,Trump will continue working for the people and tackling the real problems facing our nation,10590,10681
