,sentence,start,end
0,"""This month thousands of Muslims registered to vote across the country during Eid celebrations and are continuing to do so today to mark National Voter Registration Day",0,168
1,Every single one of those registrations carries the voice of the Muslim-American community—and theres no stronger message against Trumps hateful and divisive rhetoric than Americans coming together with pride and dignity,622,842
2,"Thats exactly that type of work that Emerge USA does: empower the next generation of Muslims to lead in their communities.""The Muslim community knows that the stakes in this election could not be higher",1133,1335
3,From proposing to ban all Muslims from entering the United States to attacking a Muslim Gold Star family whose son sacrificed his life for our country to suggesting we monitor Muslim communities and places of worship Trump has spent his entire campaign pitting Americans against each other and denigrating the Muslim-American community,1510,1845
4,Its shameful,2159,2171
5,Its disrespectful,2663,2680
6,Its simply un-American,3174,3196
7,And it makes us less safe,3676,3701
8,"Donald Trumps constant demonization of Muslims plays straight into ISIS hands.""While Trump continues to paint a dark and misleading picture of the Muslim-American community groups like Emerge USA remind us of the incredible contributions the community has made to our country",4062,4337
9,Muslim-Americans are entrepreneurs and inventors they are students and teachers soldiers and police officers—in short they are the xa0best of America,4637,4786
10,"Im so grateful for the endorsement and the support of Muslim Americans across the country and I will continue fighting to advance equality and keep our country safe."" ",5263,5429
