,sentence,start,end
0,Today Donald J,0,14
1,Trump for President Inc,470,493
2,announced Sarah Huckabee Sanders joined the campaign as a Senior Advisor,949,1021
3,Mr,1477,1479
4,"Trump stated ""I have great respect for Governor Mike Huckabee and we have a mutual admiration for our wonderful families",1935,2055
5,"It is great to have his daughter Sarah join the campaign."" Sarah added ""I volunteered to join Mr",2439,2535
6,Trumps campaign because he is a champion of working families; not Washington-Wall Street elites,2904,2999
7,Like the other Republican candidates Mr,3393,3432
8,Trump is pro-life pro-marriage and will appoint conservatives to the courts,3834,3909
9,What makes Mr,4319,4332
10,Trump my choice for president is he will break the grip of the donor class on our government and make it accountable to working families again,4695,4837
11,Im honored to help Mr,5188,5209
12,"Trump Make America Great Again."" Sarah Huckabee Sanders has advised presidential campaigns and Fortune 500 companies and has been named 40 under 40 by Time Magazine",5555,5719
13,She lives in Little Rock Arkansas with her husband Bryan and their three young children,6067,6154
14,Mr,6615,6617
15,Trump will campaign throughout the SEC states leading up to the March 1st primary with events in Texas Oklahoma Arkansas Tennessee Alabama Virginia Georgia and beyond,7078,7244
