,sentence,start,end
0,Today Donald J,0,14
1,Trump has been certified as the winner of the Missouri Republican Presidential Primary which means he will receive 12 additional delegates from the state,433,586
2,Mr,1005,1007
3,"Trump said ""Thank you to the great people of Missouri who voted for me and the state officials who worked to ensure the votes of the people mattered",1401,1549
4,"It is great to have yet another victory as we look forward to the upcoming primary in New York."" Mr",1812,1911
5,Trump continues to be the only Republican candidate with a clear path to receiving enough delegates to be the Republican Party Presidential nominee,2215,2362
6,Mr,2741,2743
7,Trump has millions more votes and is the definitive front-runner with more delegates than any other candidate,3128,3237
8,He is focused on the upcoming primary in his home state of New York,3636,3703
9,The most recent poll shows Mr,4144,4173
10,Trump leading with 60% in the Empire State a 43-point advantage over his nearest rival,4614,4700
