,sentence,start,end
0,"""The Trump Campaign is announcing the roll out of the new website Lying Crooked Hillary website which will showcase some of Clintons most disastrous lies to the American people",0,176
1,To receive early exclusive access to the content supporters should text TRUMP to 88022 on June 21st,623,722
2,"The website will be rolled out over the following days via social media and emails to supporters."" ""As we proceed forward with the general election it is more important than ever for America to realize how dishonest Crooked Hillary really is",992,1233
3,We cant trust her now and we cant allow her to take her dishonesty to the White House,1484,1569
4,At every stage of Clintons career she has deceived the public to enrich herself and family at the expense of Americans,1888,2006
5,Crooked Hillary has continually placed Washington D.C,2370,2423
6,special interests priorities over the interests of everyday Americans,2832,2901
7,"Four years of Crooked Hillary in the White House is not a risk Americans can take."" By entering your mobile number you are agreeing to receive periodic text messages from Donald J",3280,3459
8,Trump for President Inc,3928,3951
9,Message data rates may apply,4420,4448
10,"Text ""STOP"" to opt-out",4917,4939
11,T&C/Privacy Policy:  ,5408,5427
