,sentence,start,end
0,Today I am here to talk about three crucial words that should be at the center of our foreign policy: Peace Through Strength,0,124
1,We want to achieve a stable peaceful world with less conflict and more common ground,570,654
2,"""I am proposing a new foreign policy focused on advancing Americas core national interests promoting regional stability and producing an easing of tensions in the world",1032,1200
3,"This will require rethinking the failed policies of the past."" We can make new friends rebuild old alliances and bring new allies into the fold",1506,1649
4,"""Im proud to have the support of warfighting generals active duty military and the top experts who know both how to win – and how to avoid the endless wars we are caught in now",1891,2067
5,"Just yesterday 88 top Generals and Admirals endorsed my campaign."" In a Trump Administration our actions in the Middle East will be tempered by realism",2308,2459
6,The current strategy of toppling regimes with no plan for what to do the day after only produces power vacuums that are filled by terrorists,2753,2893
7,Gradual reform not sudden and radical change should be our guiding objective in that region,3208,3299
8,We should work with any country that shares our goal of destroying ISIS and defeating Radical Islamic terrorism and form new friendships and partnerships based on this mission,3628,3803
9,We now have an Administration and a former Secretary of State who refuse to say Radical Islamic Terrorism,4120,4225
10,Immediately after taking office I will ask my generals to present to me a plan within 30 days to defeat and destroy ISIS,4543,4663
11,This will require military warfare but also cyber warfare financial warfare and ideological warfare – as I laid out in my speech on defeating Radical Islamic terrorism several weeks ago,4931,5116
12,Instead of an apology tour I will proudly promote our system of government and our way of life as the best in the world – just like we did in our campaign against communism during the Cold War,5333,5525
13,We will show the whole world how proud we are to be American,5775,5835
14,At the same time immigration security is a vital part of our national security,6147,6225
15,We only want to admit people to our country who will support our values and love our people,6533,6624
16,These are the pillars of a sound national security strategy,6977,7036
17,"""Unlike my opponent my foreign policy will emphasize diplomacy not destruction",7433,7511
18,Hillary Clintons legacy in Iraq Libya and Syria has produced only turmoil and suffering,7899,7986
19,"Her destructive policies have displaced millions of people then she has invited the refugees into the West with no plan to screen them."" ""Including Veteran healthcare costs the price of the wars in Iraq and Afghanistan could total $6 trillion according to a report in the Washington Examiner",8253,8544
20,"Yet after all this money spent and lives lost Clintons policies as Secretary of State have left the Middle East in more disarray than ever before."" Meanwhile China has grown more aggressive and North Korea more dangerous and belligerent",8728,8964
21,Russia has defied this Administration at every turn,9283,9334
22,Putin has no respect for President Obama or Hillary Clinton,9731,9790
23,"""Sometimes it has seemed like there wasnt a country in the Middle East that Hillary Clinton didnt want to invade intervene or topple",10145,10277
24,"She is trigger-happy and unstable when it comes to war."" ""Hillary Clinton is just reckless – so reckless in fact she put her emails on an illegal server that our enemies could easily hack",10531,10718
25,Then Clintons team used a technology called bleachbit to acid wash her emails,10996,11073
26,They even took a hammer to some of her 13 phones to cover her tracks and obstruct justice,11400,11489
27,"These email records were destroyed after she received a subpoena to turn them over."" ""In the FBI report she claimed she couldnt recall important information on 39 occasions."" She cant even remember whether she was trained in classified information and said she didnt even know the letter ""C"" means confidential",11728,12038
28,"""If she cant remember such crucial events and information she is unfit to be Commander-in-Chief."" Her conduct is simply disqualifying",12286,12419
29,"She talks about her experience but Hillary Clintons only foreign policy experience is ""failure."" Everywhere she got involved things got worse",12770,12911
30,"""Lets look back at the Middle East at the very beginning of 2009 before Hillary Clinton was sworn-in."" Libya was stable",13265,13384
31,Syria was under control,13756,13779
32,Egypt was ruled by a secular President and an ally of the United States,14141,14212
33,Iraq was experiencing a reduction in violence,14582,14627
34,The group that would become what we now call ISIS was close to being extinguished,15011,15092
35,Iran was being choked off by economic sanctions,15467,15514
36,Fast-forward to today,15918,15939
37,What have the decisions of Obama-Clinton produced? Libya is in ruins our ambassador and three other brave Americans are dead and ISIS has gained a new base of operations,16274,16443
38,Syria is in the midst of a disastrous civil war,16768,16815
39,ISIS controls large portions of territory,17200,17241
40,A refugee crisis now threatens Europe and the United States,17607,17666
41,And hundreds of thousands are dead,18033,18067
42,In Egypt terrorists have gained a foothold in the Sinai desert near the Suez Canal one of the most essential waterways in the world,18400,18531
43,Iraq is in chaos and ISIS is on the loose,18837,18878
44,ISIS has spread across the Middle East and into the West,19223,19279
45,"""Iran the worlds largest state sponsor of terrorism is now flush with $150 billion dollars in cash released by the United States – plus another $1.7 billion dollars in cash ransom payments",19568,19756
46,"In other words our country was blackmailed and extorted into paying this unheard-of amount of money."" Worst of all the Nuclear deal puts Iran the number one state sponsor of Radical Islamic terrorism on a path to nuclear weapons",19990,20218
47,"""This is Hillary Clintons foreign policy legacy."" ""But thats not all",20520,20588
48,"President Obama and Hillary Clinton have also overseen deep cuts in our military which only invite more aggression from our adversaries."" History shows that when America is not prepared is when the danger is greatest",20911,21127
49,We want to deter avoid and prevent conflict through our unquestioned military strength,21451,21537
50,Under Barack Obama and Hillary Clinton defense spending is on track to fall to its lowest level as a share of the economy since the end of World War II,21827,21978
51,We currently have the smallest Army since 1940,22275,22321
52,The Navy is among the smallest it has been since 1915,22647,22700
53,And the Air Force is the smallest it has been since 1947,23019,23075
54,When Ronald Reagan left office our Navy had 592 ships,23403,23456
55,When Barack Obama took office it had 285 ships,23794,23840
56,Today the Navy has just 276 ships,24196,24229
57,The average Air Force aircraft is 27 years-old,24593,24639
58,We have 2nd generation B-52 bombers – their fathers flew the same plane,24987,25058
59,Our Army has been shrinking rapidly from 553000 soldiers in 2009 to just 479000 today,25399,25484
60,"""In 2009 our Marine Corps had 202000 active Marines",25833,25884
61,"Today its just 182000."" Our ship count is below the minimum of 308 that the Navy says is needed to execute its current missions",26208,26335
62,President Obama plans to reduce the Army to 450000 troops—which would hamstring our ability to defend the United States,26639,26758
63,It takes 22 years on average to field a major new weapons system,27091,27155
64,In 2010 the US spent $554 billion on non-war base defense spending,27502,27568
65,In the current year we are spending $548 billion – a cut of 10% in real inflation-adjusted dollars,27894,27992
66,This reduction was done through what is known as the sequester or automatic defense budget cuts,28316,28411
67,Under the budget agreement defense took half of the cuts – even though it makes up only one-sixth of the budget,28715,28826
68,As soon as I take office I will ask Congress to fully eliminate the defense sequester and will submit a new budget to rebuild our military,29103,29241
69,This will increase certainty in the defense community as to funding and will allow military leaders to plan for our future defense needs,29521,29657
70,As part of removing the defense sequester I will ask Congress to fully offset the costs of increased military spending,29966,30084
71,In the process we will make government leaner and more responsive to the public,30428,30507
72,I will ask that savings be accomplished through common sense reforms that eliminate government waste and budget gimmicks – and that protect hard-earned benefits for Americans,30874,31048
73,Government-wide improper government payments are estimated to exceed $135 billion per year and the amount of unpaid taxes is estimated to be as high as $385 billion,31366,31530
74,We can also reduce the size of the federal bureaucracy through responsible workforce attrition – that is when employees retire they can be replaced by a smaller number of new employees,31795,31979
75,We can also stop funding programs that are not authorized in law,32288,32352
76,Congress spent $320 billion last year on 256 expired laws,32713,32770
77,Removing just 5 percent of that will reduce spending by almost $200 billion over 10 years,33111,33200
78,The military will not be exempt either – the military bureaucracy will have to be trimmed as well,33506,33603
79,Early in my term I will also be requesting that all NATO nations promptly pay their bills which many are not doing right now,33886,34010
80,Only 5 NATO countries including the United States are currently meeting the minimum requirement to spend 2% of GDP on defense,34301,34426
81,Additionally I will be respectfully asking countries such as Germany Japan South Korea and Saudi Arabia to pay more for the tremendous security we provide them,34737,34896
82,Finally we will have at our disposal additional revenues from unleashing American energy,35234,35322
83,"The Institute for Energy Research cites a ""short-run"" figure of as much as $36 billion annually from increased energy production",35677,35805
84,"Using these new funds I will ask my Secretary of Defense to propose a new defense budget to meet the following long-term goals: ""We will build an active Army of around 540000 as the Armys chief of staff has said he needs",36056,36276
85,"We now have only 31 Brigade Combat Teams or 490000 troops and only one-third of combat teams are considered combat-ready."" We will build a Marine Corps based on 36 battalions which the Heritage Foundation notes is the minimum needed to deal with major contingencies – we have 23 now",36427,36709
86,We will build a Navy of 350 surface ships and submarines as recommended by the bipartisan National Defense Panel – we have 276 ships now,36926,37062
87,And we will build an Air Force of at least 1200 fighter aircraft which the Heritage Foundation has shown to be needed to execute current missions – we have 1113 now,37323,37487
88,We will also seek to develop a state of the art missile defense system,37785,37855
89,Under Obama-Clinton our ballistic missile defense capability has been degraded at the very moment the US and its allies are facing a heightened missile threat from states like Iran and North Korea,38148,38344
90,As these potential adversaries grow their missile programs US military facilities in Asia and the Middle East as well as our allies are increasingly in range with the United States homeland also potentially threatened,38581,38798
91,We propose to rebuild the key tools of missile defense starting with the Navy cruisers that are the foundation of our missile defense capabilities in Europe Asia and the Middle East,39046,39227
92,The Obama-Clinton administration tried repeatedly to remove our cruisers from service then refused to modernize these aging ships,39543,39672
93,We will start by modernizing our cruisers to provide the Ballistic Missile Defense capability our nation needs; this will cost around $220 million per modernization as we seek to modernize a significant portion of these 22 ships,39984,40212
94,As we expand our Navy toward the goal of 350 ships we will also procure additional modern destroyers that are designed to handle the missile defense mission in the coming years,40450,40626
95,Accomplishing this military rebuild will be a fifty-state effort —every state in the union will be able to take part in rebuilding our military and developing the technologies of tomorrow,40894,41081
96,"""In addition we will improve the Department of Defenses cyber capabilities",41417,41491
97,"Hillary Clinton has taught us all how vulnerable we are to cyber hacking."" Which is why one of the first things we must do is to enforce all classification rules and enforce all laws relating to the handling of classified information",41785,42018
98,Hillary Clinton put her emails on a secret server to cover-up her pay-for-play scandals at the State Department,42279,42390
99,Nothing threatens the integrity of our Democracy more than when government officials put their public office up for sale,42735,42855
100,We will also make it a priority to develop defensive and offensive cyber capabilities at our U.S,43209,43305
101,Cyber Command and recruit the best and brightest Americans,43674,43732
102,One of my first directives after taking office will be asking the Joint Chiefs of Staff and all relevant federal departments to conduct a thorough review of United States cyber defenses and identify all vulnerabilities – in our power grid our communications systems and all vital infrastructure,44021,44315
103,I will then ask for a plan to immediately protect those vulnerabilities,44602,44673
104,At the same time we will invest heavily in offensive cyber capabilities to disrupt our enemies including terrorists who rely heavily on internet communications,45045,45204
