,sentence,start,end
0,"""Thank you",0,10
1,Thank you very much,369,388
2,Oh Jon,747,753
3,Jon is such a great actor and such a great person,1112,1161
4,He is such a great person,1520,1545
5,And hes really been with me a long time in a lot of different ways,1904,1970
6,Hes been incredible,2308,2327
7,So I just want to thank Jon,2661,2688
8,And I hope he makes another movie very quickly because I love his movies,3000,3072
9,"""  In particular I wanted to thank our host Tony Perkins for his years of leadership",3369,3452
10,  And we know all about that,3778,3804
11,And we all express our support for Tony as he deals with the aftermath of the terrible floods in Louisiana where two weeks ago I spent some time and I saw some incredible incredible people,4093,4281
12,AUDIENCE MEMBER: Thank you! MR,4591,4621
13,TRUMP: Thank you,5030,5046
14,  Amazing amazing group,5460,5481
15,"""One of the greatest privileges of my journey has been the time Ive spent with the evangelical community",5847,5951
16,And the support they gave me in those primaries was absolutely incredible I have to tell you,6268,6360
17,"""  All across the nation",6698,6721
18,A lot of people said: I wonder if Donald will get the evangelicals,7063,7129
19,I got the evangelicals,7476,7498
20," "" Im going to make it up to you too you watch",7844,7889
21,There are no more decent devoted or selfless people than our Christians brothers and sisters here in the United States,8207,8325
22,"""  ""True",8659,8666
23,So true,9065,9072
24,Ive witnessed that incredible generosity all across this land gotten to know so many people,9448,9539
25,I saw it during my trip to Louisiana where Christian volunteers raced to help their fellow citizens in need,9882,9989
26,Franklin Graham is an example,10344,10373
27,He brought the most incredible people and equipment to Louisiana,10736,10800
28,""" "" And he didnt want anything for it",11158,11195
29,Hes a great man,11576,11591
30,Its that spirit of giving that we will need to rebuild Louisiana and to rebuild this country which is in serious serious trouble,11919,12047
31,"""  ""Yet our media culture often mocks and demeans people of faith",12355,12419
32,And you understand that,12797,12820
33,"All the time I hear from concerned parents how much harder it is for a Christian family to raise their children in todays media environment."" AUDIENCE MEMBER: Right! ""MR",13152,13321
34,"TRUMP: It is right isnt it? ""  Yeah it is right",13623,13669
35,  Not even close,14031,14045
36,Your values of love charity and faith built this nation,14410,14465
37,  So how can it be that our media treats people of faith so poorly? One of the reasons is that our politicians have really abandoned you to a large extent,14739,14891
38,And Hillary Clinton you can forget about her,15190,15234
39,"  ""So let me say this right up front: A Trump administration our Christian heritage will be cherished protected defended like youve never seen before",15565,15712
40,"""  Believe me",16053,16065
41,I believe it,16462,16474
42,And you believe it,16875,16893
43,And you know it,17285,17300
44,You know it,17703,17714
45,And that includes religious liberty – remember remember,18103,18158
46," "" I recently had a chance to visit a church in Detroit Great Faith Ministries International",18490,18581
47,Stand up if youre member,18913,18937
48,Thats good,19308,19318
49,That was a great – that was an amazing experience,19683,19732
50,"""  And the bishop what a great guy",20068,20101
51,In my remarks I spoke about how African American church – and this is all across the country – for centuries have been the conscience of our nation,20395,20542
52,Their unbreakable faith and sprit overcame some of the most difficult periods in our history leading us all to a better future,20817,20943
53,Very true,21277,21286
54,Amazing,21668,21675
55,This was such an amazing experience,22043,22078
56," "" This is the power of faith",22417,22445
57,Its the power to heal,22786,22807
58,Its the power to unite,23147,23169
59,Its the power to make all of us live better lives – all of us,23479,23540
60,"""  ""Our nation today is divided",23842,23872
61,Nobody likes to say it but were living in a very very divided nation,24168,24236
62,It will be our faith in God and his teachings in each other that will lead us back to unity,24498,24589
63,"""  ""Each of us here today has a role to play in bringing our country together united in common purpose and in common values",24845,24967
64,"So lets talk today about some of the things – and these are great things – that we can do together to create the American future for everybody not just a certain group of people but for everybody."" ""The first thing we have to do is give our churches their voice back",25157,25423
65,Its been taken away,25669,25688
66,""" "" The Johnson amendment has blocked our pastors and ministers and others from speaking their minds from their own pulpits",26024,26147
67,If they want to talk about Christianity if they want to preach if they want to talk about politics theyre unable to do so,26427,26548
68,"If they want to do it they take a tremendous risk that they lose their tax-exempt status."" All religious leaders should be able to freely express their thoughts and feelings –   – on religious matters",26793,26991
69,And I will repeal the Johnson amendment –   – if I am elected your president I promise,27274,27358
70,  So important,27708,27720
71,"""Thank you",28108,28118
72,"Thats so important."" And I must tell you from the heart this started a building of mine in Manhattan",28451,28551
73,I had 50 pastors in a big conference room,28858,28899
74,And we actually had 50 pastors two rabbis a couple of priests,29219,29280
75,We were all talking,29598,29617
76,And we were there for two hours,29940,29971
77,And at the end it was a love-fest,30282,30315
78,We all agreed,30627,30640
79,It was like a love-fest,30958,30981
80,"""And I said to them – we were high up in a building on 5th Avenue – and I said to them Id love your support",31239,31346
81,And I know when I can get support,31605,31638
82,Im quite sophisticated,31955,31977
83,""" "" And I know they wanted to give me their total support 100 percent just like I had in the primaries",32276,32378
84,And I said I really would like your support,32667,32710
85,And they didnt really know what I was talking about,33034,33085
86,And I said whats going on here? They said well sir we cant do that because we would be violating the laws,33373,33478
87,"And I said whats the punishment? Well we could lose our tax-exempt status which of course is a you know massive penalty."" I said tell me about this",33728,33875
88,And we sat down,34181,34196
89,They talked about it,34552,34572
90,When did it happen? 1954 or so,34918,34948
91,Lyndon Johnson was having problems – powerful guy,35290,35339
92,I actually as just own way – you have to gain respect for what he was able to do,35648,35728
93,Can you imagine that this man single-handedly – he was having problems with churches,36022,36106
94,And there was a church in Houston that was giving him a hard time maybe for very good reason,36403,36495
95,And he put in an amendment that basically stopped our great pastors and ministers and others from talking under the penalty of losing their tax-exempt status,36788,36945
96,"""So we were looking down onto the sidewalk and there were people walking on the sidewalk",37249,37337
97,And I said so folks what youre telling me is those people walking way way down there on the sidewalk have really more power than you do because theyre allowed to express their feelings and thoughts openly and without penalty,37585,37809
98,And one of the pastors who I knew very well – and these are powerful people; these are strong people with magnificent voices and just – and magnificent hearts much more importantly – they looked at me and they said thats actually right,37994,38229
99,They have more power than we do,38507,38538
100,"Were not allowed to express."" ""And thats what I said",38887,38939
101,We have to start thinking about this,39275,39311
102,And I thought about it,39650,39672
103,And then we had a large group of pastors again,40006,40052
104,I said I have thought about it,40368,40398
105,If I become president we are going to knock out the Johnson amendment,40700,40769
106,We are going to do that,41077,41100
107,And its not going to be hard,41418,41446
108,Its not going to be hard,41768,41792
109,"""  ""When you – when you think from the standpoint of political you have more than men – lets say men are 50 percent women are 50 percent",42065,42200
110,Youre much more than 50 percent added together,42490,42536
111,"And I actually believe thats one of the reasons why you havent seen Christianity and other religions within the United States going like a rocket ship – like our polls have been going in the last four weeks a rocket ship right? "" "" I really believe that because youre great people",42783,43063
112,The people that you rely on on Sunday and all during the week theyve been stopped from talking and speaking by a law,43247,43363
113,"And were going to get rid of that law and its going to get rid of – were going to get rid of it so fast."" ""And Im so proud to say – honestly I dont want to take credit but you had 50 people in that first meeting and many more in the second",43525,43764
114,I am so proud – I was just telling this to Tony – to say that was my idea,43934,44007
115,"I figure its the only way Im getting to heaven so this is going to be very – ""  – the only way",44231,44324
116," "" So were going to get rid of it and were going to let your great people speak and youre going to see something happen thats going to be very very good OK? So important."" ""I hope – which means you have to get out and vote on November 8th",44494,44731
117,You cannot – you didnt vote four years ago,44957,44999
118,"You didnt vote."" AUDIENCE MEMBER: I did",45310,45349
119,MR,45679,45681
120,TRUMP: You did? Well you did,46012,46040
121,A few of you did,46357,46373
122," "" Believe me I know",46694,46713
123,I look at the stats,47042,47061
124,You didnt vote,47388,47402
125,But this time you really have – and this is your last chance,47713,47773
126,This is it,48073,48083
127,I mean well never have this opportunity again,48401,48446
128,So I hope you can get every one of your friends and just get up – your family and your friends and get out and vote OK? November 8th,48708,48840
129,"""  Thank you",49108,49119
130," "" And if you do were going to win by a lot",49424,49466
131,Thats not going to even be a close election,49770,49813
132,"And if you dont could be a very unhappy November 8th."" ""Were also going to repeal and replace disastrous Obamacare – "" "" – which gives the government control over the lives of everyday citizens",50075,50268
133,And the numbers are horrendous,50567,50597
134,Your premiums are going up by 50 60 70 percent,50957,51003
135,The deductible is so high you never get to use it unless you are going to lead a very long and very complex bad period – very very long,51281,51416
136,It is a disaster,51686,51702
137,Its a disaster and everybody knows it,52031,52068
138,And its going to die of its own weight anyway but were going to get rid of it and were going to replace it with some great great alternatives – much better health care at a much lower price,52328,52517
139,"""  ""Hillary Clinton wants to have completely government-run health care which would be a disaster for the liberties and freedoms of all America",52762,52904
140,Thats what she wants,53243,53263
141,Thats what shes aiming at,53638,53663
142,Thats what Obama wanted,54036,54059
143,"He didnt quite get there but he got this and you see how bad this has been."" One of the biggest issues in this race is going to be the issue of school choice",54333,54490
144," "" And I cant possibly emphasize this enough",54770,54813
145,Millions of poor and disadvantaged students are trapped in failing schools,55186,55260
146,This education crisis afflicts all communities but none more so than the African-American community – none,55615,55721
147,The Democratic Party has run the inner cities of America for 50 60 70 years some cases over a hundred years – over a hundred years,56037,56167
148,"Their policies and their politics and in particular the politics of people like Hillary Clinton have produced only poverty joblessness and rising crime."" ""When she was running for the Senate in New York State she said she was going to produce jobs jobs jobs in Upstate New York",56392,56669
149,Its a disaster,56937,56951
150,Shes going to produce jobs big thing – jobs were going to bring back jobs,57283,57356
151,Been a catastrophe,57679,57697
152,Weve lost tens of thousands of jobs,58045,58080
153,She never did a thing,58424,58445
154,It was all talk no action just like what shes doing right now is all talk no action,58756,58839
155,Shell talk and talk and nothing will happen,59141,59184
156,Only bad will happen,59524,59544
157,But you just have to ask the people in Upstate New York,59880,59935
158,She won because of them and she produced absolutely nothing,60264,60323
159,Jobs left,60677,60686
160,Its today one of the worst one of the most depressing places in this country,61026,61102
161,So just remember that when you hear her talking about jobs,61419,61477
162,I know jobs,61820,61831
163,She doesnt know jobs,62192,62212
164,That I can tell you,62550,62569
165,"""  I have outlined a new civil rights agenda for our time – the right to a safe community a great education and a secure job",62862,62985
166,"  ""And I say to African-American parents I say to Hispanic American parents – and I say it with great respect – our inner cities are a disaster – crime no jobs education is the worst in many cases almost worldwide bad and in many cases actually worldwide bad",63178,63434
167,I say with great respect what do you have to lose? It cant get any worse,63651,63723
168,It cant get any worse,64049,64070
169,You choose Donald Trump Im going to fix the problem,64412,64463
170,Youre going to have safety,64803,64829
171,""" "" Youre going to have good education",65177,65215
172,Were going to get jobs because were going to bring our jobs back,65544,65608
173,Mexicos taking our jobs,65945,65968
174,So many other places theyre taking our jobs,66307,66350
175,What Chinas doing to us is horrible,66678,66713
176,Were going to have jobs,67058,67081
177,What do you have to lose? Im going to fix this,67411,67457
178,Im going to fix it,67796,67814
179,"""  School choice is at the center of this civil rights agenda and my goal is to provide every single inner-city child in America that is trapped in a failing government school the freedom to attend the school of their choice",68076,68299
180,Competition – the schools the schools will get better and better and better,68570,68645
181,  And that means a private school a religious school a charter school or a magnet school,69009,69095
182,School choice also means that parents can home-school their children,69475,69543
183,  Hundred percent,69980,69995
184,Hillary Clinton opposes school choice because she is controlled totally totally like a puppet by special interests,70421,70535
185,Her policies will force millions of African-American and Hispanic children to remain stuck in failed government schools leading to higher unemployment and more poverty,70906,71073
186,The poverty levels in this country nobody will believe nobody will believe,71439,71513
187,My plan will break the government monopoly and make schools compete to provide the best services for our children –   – including every African-American and Hispanic child in this country every single one of them,71837,72047
188,  This proposal begins with a $20 billion block grant from the federal government for states to pursue school choice programs,72336,72459
189," "" However – thats good right? ""  However because 90 percent of education spending is at the state level I will campaign to get the states to reallocate another $110 billion of their education budgets to school choice programs",72710,72934
190,"  ""If we do this that would mean $12000 in school choice funds for every disadvantaged student in America",73205,73308
191,What a difference this is going to make,73660,73699
192,The money will follow the student to the public private or religious school that is best for them and their family,74036,74150
193,"In so many ways youre going to have choice."" My administration will partner with the leadership of any inner-city – anybody – anybody in the inner cities of America willing to run a pilot program – and there will be a lot of them – to provide school choice to every child in that community",74361,74650
194,In Baltimore for instance that would mean more than $15000 in funds available per student,74859,74948
195,"""As your president I will be the biggest cheerleader for school choice youve ever seen",75261,75347
196,""" "" This means a lot to me because I know it can turn things around",75659,75726
197,Again the education cant get worse,76055,76089
198,Commo Core – were going to end it,76454,76487
199,""" "" Were bringing education local."" ""I will fight for every child in this country who deserve better futures",76810,76918
200,The African-American community has heard my message that I am going to make the inner city safe again and Im going to bring back jobs and Im going to bring back the great education,77178,77358
201,Dont be surprised – remember this November 8th – dont be surprised because we have been given a lot of support over the last three or four weeks if on November 8th I get more African-American and Hispanic votes than anyone thought possible about a month ago,77534,77791
202,"You see whats going on? ""  ""Theyre starting – people are starting to hear about this",78027,78110
203,And theyre saying wow,78440,78461
204,Wow,78834,78837
205,Theyre liking it,79215,79231
206,And again cant get any worse,79593,79621
207,Its going to get a lot better,79963,79992
208,But only if I do it,80333,80352
209,They cant do it,80699,80714
210,The Democrats they have – what theyve done is incredible,81044,81100
211,And Hillary Clinton will be absolutely more of the same – rigid,81410,81473
212,Itll never change,81814,81831
213,Remember a hundred years 70 years 50 – its not going to change,82185,82247
214,"Not going to happen."" ""Now lets talk about another issue that will define the future of this country for generations to come the United States Supreme Court",82545,82701
215,"""  Earlier this year we lost the great justice Antonin Scalia",83007,83067
216,The next president will not only have to fill this seat but as many as four others,83376,83458
217,It could even be – I mean we could end up with a total of five judges by one president,83742,83828
218,It would be record-setting,84128,84154
219,Probably be three,84494,84511
220,Could be four,84865,84878
221,Could even be five,85230,85248
222,And you pick the wrong people you have a country that is no longer your country,85579,85658
223,It will be a disaster,85999,86020
224,"""One of the most important issues frankly – other than maybe defense because were going to build up our military its so depleted",86327,86455
225,""" "" Were going to take care of our vets",86759,86798
226,Were going to protect your Second Amendment so many things,87134,87192
227,But one of the most important – some people think its actually the most important – is the filling of the seats United States Supreme Court,87492,87631
228,You see whats happening right now? Essentially its four and four,87926,87990
229,And you see what – how bad it is,88348,88380
230,Were going to pick great judges,88736,88767
