,sentence,start,end
0,"Senate Majority Leader Mitch McConnell made the follow statement on the announcement that Governor Mike Pence of Indiana has been selected to serve as Donald Trumps running mate."" ""Today Donald Trump made a smart decision by selecting Governor Mike Pence to be his Vice Presidential running mate",0,295
1,"""The last eight years have been really tough for average Americans",646,712
2,We are still stuck in the worst economic recovery since World War II,1084,1152
3,ISIL and other terror groups continue to act out their evil agenda worldwide,1508,1584
4,We know that Hillary Clinton would be another four years of the same failed policies that brought us such disappointment at home and abroad,1906,2045
5,"""Donald Trump and Mike Pence can lead our nation in a new direction and begin to correct the mistakes and mismanagement they will inherit from the Obama Administration",2326,2493
6,"""Pence is a principled conservative man of faith and talented messenger for Republican ideas",2821,2913
7,Mikes leadership in Indiana and Congress make him more than ready for the position of Vice President,3281,3381
8,His addition to the ticket will bring even more excitement to the voters who are eager to put a Republican in the White House and deny a third term for President Obamas liberal agenda,3652,3835
9,"""It is time for Hillary Clinton to be held accountable",4123,4177
10,She has failed the American people throughout her career,4555,4611
11,Our nation needs new leadership and Im confident Trump and Pence can provide it,5022,5101
12,I wish Mike and Karen the best of luck as they begin their new campaign,5512,5583
