,sentence,start,end
0,Today Donald J,0,14
1,Trump began airing a new ad in South Carolina focused on illegal immigration featuring Jamiel Shaw whose son was brutally murdered by an illegal immigrant,439,593
2,Mr,1018,1020
3,"Trump says ""People wouldnt be talking about illegal immigration had I not brought it up when I announced I was running for President",1430,1562
4,It is a massive problem in our country and now everybody agrees with me --- bad for crime and the economy,1855,1960
5,A wonderful young man Jamiel Shaw Jr,2269,2305
6,whose father has become a friend of mine was shot in the face for no reason by an illegal immigrant,2618,2717
7,He was getting ready to go to college on a football scholarship and his sole fault was walking home to see his father,2999,3116
8,Because of the relationship I have established with his father Jamiels death is very personal to me,3430,3529
9,"We must stop illegal immigration."" Jamiel Shaw added ""Donald Trump is the only person fighting to put American families first",3850,3975
10,He will protect our children and put an end to these senseless acts of violence that are caused by our failed policies and broken immigration system,4278,4426
11,Donald Trump has made it clear he like most Americans wants to return the rule of law to the people of this country,4700,4815
12,Without strong borders we dont have a country,5155,5200
13,Strong border enforcement is the first step to preventing future tragedies,5561,5635
14,We must secure our borders and return those who came here illegally to their native lands,5970,6059
15,Donald Trump is a man who stands for what is right,6397,6447
16,"He stands for America and I stand with him."" The ad is currently airing in South Carolina leading up to the February 20th primary contest",6765,6902
17,Mr,7282,7284
18,Trump maintains a substantial double digit lead in all state polls and will spend the week prior to the primary campaigning around the state,7690,7830
19,You can view the ad here:  ,8236,8261
