,sentence,start,end
0,"""(New York NY) April 25th – Today Donald J",0,42
1,Trump announced that he has hired Ken McKay as Senior Adviser to support the delegate operations team,514,615
2,"Ken has formidable grassroots operations experience and is ideally positioned to further bolster the Trump campaigns field efforts."" Mr",1087,1222
3,"Trump stated ""Ken has a proven track record in winning state political races",1623,1699
4,He will support our delegate operations team and bolster our ground game efforts,2076,2156
5,"He brings tremendous experience to the job and I know he is up to the task of working with my team."" On his announcement Mr",2468,2591
6,"McKay commented ""I am very honored to have the opportunity to work with Mr",2885,2959
7,Trump and such a resilient campaign,3295,3330
8,"There is no question that he is the presumptive nominee and will unify our party to take back the White House in November."" Previously Mr",3656,3793
9,McKay has held several roles with the RNC and the Republican Governors Association including under former Chairmen and former presidential candidates Bobby Jindal and Chris Christie,4239,4420
